,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
BAL,BAL,6,3,0,0,ATL,21,0
CAR,CAR,1,8,0,0,TB,16,0
HOU,HOU,4,5,0,0,JAX,24,0
CIN,CIN,2,7,0,0,IND,17,0
NYJ,NYJ,7,2,0,0,CLE,26,1
TEN,TEN,5,4,0,0,MIA,17,0
MIN,MIN,3,6,0,0,CHI,13,0
DET,DET,2,7,0,0,BUF,12,0
KC,KC,5,4,0,0,DEN,29,0
STL,STL,4,5,0,0,SF,20,0
SEA,SEA,5,4,0,0,ARZ,36,1
DAL,DAL,2,7,0,0,NYG,33,1
NE,NE,7,2,0,0,PIT,39,1
PHI,PHI,6,3,0,0,WSH,59,1
ATL,ATL,7,2,0,1,BAL,26,1
TB,TB,6,3,0,1,CAR,31,1
JAX,JAX,5,4,0,1,HOU,31,1
IND,IND,6,3,0,1,CIN,23,1
CLE,CLE,3,6,0,1,NYJ,20,0
MIA,MIA,5,4,0,1,TEN,29,1
CHI,CHI,6,3,0,1,MIN,27,1
BUF,BUF,1,8,0,1,DET,14,1
DEN,DEN,3,6,0,1,KC,49,1
SF,SF,3,6,0,1,STL,23,1
ARZ,ARZ,3,6,0,1,SEA,18,0
NYG,NYG,6,3,0,1,DAL,20,0
PIT,PIT,6,3,0,1,NE,26,0
WSH,WSH,4,5,0,1,PHI,28,0
