,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CAR,CAR,2,13,0,0,PIT,3,0
DAL,DAL,5,10,0,0,ARZ,26,0
BAL,BAL,11,4,0,0,CLE,20,1
TEN,TEN,6,9,0,0,KC,14,0
NE,NE,13,2,0,0,BUF,34,1
NYJ,NYJ,10,5,0,0,CHI,34,0
SF,SF,5,10,0,0,STL,17,0
WSH,WSH,6,9,0,0,JAX,20,1
DET,DET,5,10,0,0,MIA,34,1
HOU,HOU,5,10,0,0,DEN,23,0
IND,IND,9,6,0,0,OAK,31,1
SD,SD,8,7,0,0,CIN,20,0
NYG,NYG,9,6,0,0,GB,17,0
SEA,SEA,6,9,0,0,TB,15,0
NO,NO,11,4,0,0,ATL,17,1
MIN,MIN,6,9,0,0,PHI,24,1
PIT,PIT,11,4,0,1,CAR,27,1
ARZ,ARZ,5,10,0,1,DAL,27,1
CLE,CLE,5,10,0,1,BAL,10,0
KC,KC,10,5,0,1,TEN,34,1
BUF,BUF,4,11,0,1,NE,3,0
CHI,CHI,11,4,0,1,NYJ,38,1
STL,STL,7,8,0,1,SF,25,1
JAX,JAX,8,7,0,1,WSH,17,0
MIA,MIA,7,8,0,1,DET,27,0
DEN,DEN,4,11,0,1,HOU,24,1
OAK,OAK,7,8,0,1,IND,26,0
CIN,CIN,4,11,0,1,SD,34,1
GB,GB,9,6,0,1,NYG,45,1
TB,TB,9,6,0,1,SEA,38,1
ATL,ATL,12,3,0,1,NO,14,0
PHI,PHI,10,5,0,1,MIN,14,0
