,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
BUF,BUF,0,2,0,0,GB,7,0
BAL,BAL,1,1,0,0,CIN,10,0
TB,TB,2,0,0,0,CAR,20,1
ARZ,ARZ,1,1,0,0,ATL,7,0
PHI,PHI,1,1,0,0,DET,35,1
CHI,CHI,2,0,0,0,DAL,27,1
MIA,MIA,2,0,0,0,MIN,14,1
KC,KC,2,0,0,0,CLE,16,1
PIT,PIT,2,0,0,0,TEN,19,1
STL,STL,0,2,0,0,OAK,14,0
SEA,SEA,1,1,0,0,DEN,14,0
NE,NE,1,1,0,0,NYJ,14,0
JAX,JAX,1,1,0,0,SD,13,0
HOU,HOU,2,0,0,0,WSH,30,1
NYG,NYG,1,1,0,0,IND,14,0
NO,NO,2,0,0,0,SF,25,1
GB,GB,2,0,0,1,BUF,34,1
CIN,CIN,1,1,0,1,BAL,15,1
CAR,CAR,0,2,0,1,TB,7,0
ATL,ATL,1,1,0,1,ARZ,41,1
DET,DET,0,2,0,1,PHI,32,0
DAL,DAL,0,2,0,1,CHI,20,0
MIN,MIN,0,2,0,1,MIA,10,0
CLE,CLE,0,2,0,1,KC,14,0
TEN,TEN,1,1,0,1,PIT,11,0
OAK,OAK,1,1,0,1,STL,16,1
DEN,DEN,1,1,0,1,SEA,31,1
NYJ,NYJ,1,1,0,1,NE,28,1
SD,SD,1,1,0,1,JAX,38,1
WSH,WSH,1,1,0,1,HOU,27,0
IND,IND,1,1,0,1,NYG,38,1
SF,SF,0,2,0,1,NO,22,0
