,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
PIT,PIT,5,1,0,0,MIA,23,1
BUF,BUF,0,6,0,0,BAL,34,0
JAX,JAX,3,4,0,0,KC,20,0
CLE,CLE,2,5,0,0,NO,30,1
WSH,WSH,4,3,0,0,CHI,17,1
STL,STL,3,4,0,0,TB,17,0
PHI,PHI,4,3,0,0,TEN,19,0
CIN,CIN,2,4,0,0,ATL,32,0
SF,SF,1,6,0,0,CAR,20,0
ARZ,ARZ,3,3,0,0,SEA,10,0
NE,NE,5,1,0,0,SD,23,1
OAK,OAK,3,4,0,0,DEN,59,1
MIN,MIN,2,4,0,0,GB,24,0
NYG,NYG,5,2,0,0,DAL,41,1
MIA,MIA,3,3,0,1,PIT,22,0
BAL,BAL,5,2,0,1,BUF,37,1
KC,KC,4,2,0,1,JAX,42,1
NO,NO,4,3,0,1,CLE,17,0
CHI,CHI,4,3,0,1,WSH,14,0
TB,TB,4,2,0,1,STL,18,1
TEN,TEN,5,2,0,1,PHI,37,1
ATL,ATL,5,2,0,1,CIN,39,1
CAR,CAR,1,5,0,1,SF,23,1
SEA,SEA,4,2,0,1,ARZ,22,1
SD,SD,2,5,0,1,NE,20,0
DEN,DEN,2,5,0,1,OAK,14,0
GB,GB,4,3,0,1,MIN,28,1
DAL,DAL,1,5,0,1,NYG,35,0
