,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
JAX,JAX,4,4,0,0,DAL,35,1
MIA,MIA,4,3,0,0,CIN,22,1
BUF,BUF,0,7,0,0,KC,10,0
WSH,WSH,4,4,0,0,DET,25,0
CAR,CAR,1,6,0,0,STL,10,0
DEN,DEN,2,6,0,0,SF,16,0
GB,GB,5,3,0,0,NYJ,9,1
TEN,TEN,5,3,0,0,SD,25,0
MIN,MIN,2,5,0,0,NE,18,0
TB,TB,5,2,0,0,ARZ,38,1
SEA,SEA,4,3,0,0,OAK,3,0
PIT,PIT,5,2,0,0,NO,10,0
HOU,HOU,4,3,0,0,IND,17,0
DAL,DAL,1,6,0,1,JAX,17,0
CIN,CIN,2,5,0,1,MIA,14,0
KC,KC,5,2,0,1,BUF,13,1
DET,DET,2,5,0,1,WSH,37,1
STL,STL,4,4,0,1,CAR,20,1
SF,SF,2,6,0,1,DEN,24,1
NYJ,NYJ,5,2,0,1,GB,0,0
SD,SD,3,5,0,1,TEN,33,1
NE,NE,6,1,0,1,MIN,28,1
ARZ,ARZ,3,4,0,1,TB,35,0
OAK,OAK,4,4,0,1,SEA,33,1
NO,NO,5,3,0,1,PIT,20,1
IND,IND,5,2,0,1,HOU,30,1
