,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
GB,GB,2,0,0,0,DET,48,1
BUF,BUF,2,0,0,0,JAX,20,1
OAK,OAK,1,1,0,0,KC,23,1
IND,IND,1,1,0,0,MIN,18,1
NYG,NYG,2,0,0,0,STL,41,1
NO,NO,1,1,0,0,WSH,24,0
CHI,CHI,1,1,0,0,CAR,17,0
TEN,TEN,2,0,0,0,CIN,24,1
ATL,ATL,1,1,0,0,TB,9,0
SF,SF,1,1,0,0,SEA,33,1
MIA,MIA,0,2,0,0,ARZ,10,0
SD,SD,0,2,0,0,DEN,38,0
NE,NE,2,0,0,0,NYJ,19,1
PIT,PIT,2,0,0,0,CLE,10,1
PHI,PHI,1,1,0,0,DAL,37,0
DET,DET,0,2,0,1,GB,25,0
JAX,JAX,0,2,0,1,BUF,16,0
KC,KC,0,2,0,1,OAK,8,0
MIN,MIN,0,2,0,1,IND,15,0
STL,STL,0,2,0,1,NYG,13,0
WSH,WSH,1,1,0,1,NO,29,1
CAR,CAR,2,0,0,1,CHI,20,1
CIN,CIN,0,2,0,1,TEN,7,0
TB,TB,1,1,0,1,ATL,24,1
SEA,SEA,0,2,0,1,SF,30,0
ARZ,ARZ,2,0,0,1,MIA,31,1
DEN,DEN,2,0,0,1,SD,39,1
NYJ,NYJ,1,1,0,1,NE,10,0
CLE,CLE,0,2,0,1,PIT,6,0
DAL,DAL,2,0,0,1,PHI,41,1
