,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NYJ,NYJ,7,3,0,0,NE,34,1
HOU,HOU,3,7,0,0,IND,27,0
MIN,MIN,5,5,0,0,TB,13,0
BAL,BAL,6,4,0,0,NYG,10,0
OAK,OAK,2,8,0,0,MIA,15,0
NO,NO,5,5,0,0,KC,30,1
CHI,CHI,5,5,0,0,GB,3,0
DEN,DEN,6,4,0,0,ATL,24,1
DET,DET,0,10,0,0,CAR,22,0
PHI,PHI,5,4,1,0,CIN,13,0
ARZ,ARZ,7,3,0,0,SEA,26,1
STL,STL,2,8,0,0,SF,16,0
TEN,TEN,10,0,0,0,JAX,24,1
SD,SD,4,6,0,0,PIT,10,0
DAL,DAL,6,4,0,0,WSH,14,1
CLE,CLE,4,6,0,0,BUF,29,1
NE,NE,6,4,0,1,NYJ,31,0
IND,IND,6,4,0,1,HOU,33,1
TB,TB,7,3,0,1,MIN,19,1
NYG,NYG,9,1,0,1,BAL,30,1
MIA,MIA,6,4,0,1,OAK,17,1
KC,KC,1,9,0,1,NO,20,0
GB,GB,5,5,0,1,CHI,37,1
ATL,ATL,6,4,0,1,DEN,20,0
CAR,CAR,8,2,0,1,DET,31,1
CIN,CIN,1,8,1,1,PHI,13,1
SEA,SEA,2,8,0,1,ARZ,20,0
SF,SF,3,7,0,1,STL,35,1
JAX,JAX,4,6,0,1,TEN,14,0
PIT,PIT,7,3,0,1,SD,11,1
WSH,WSH,6,4,0,1,DAL,10,0
BUF,BUF,5,5,0,1,CLE,27,0
