,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
WSH,WSH,0,1,0,0,NYG,7,0
NYJ,NYJ,1,0,0,0,MIA,20,1
KC,KC,0,1,0,0,NE,10,0
TB,TB,0,1,0,0,NO,20,0
STL,STL,0,1,0,0,PHI,3,0
HOU,HOU,0,1,0,0,PIT,17,0
JAX,JAX,0,1,0,0,TEN,10,0
SEA,SEA,0,1,0,0,BUF,10,0
CIN,CIN,0,1,0,0,BAL,10,0
DET,DET,0,1,0,0,ATL,21,0
ARZ,ARZ,1,0,0,0,SF,23,1
DAL,DAL,1,0,0,0,CLE,28,1
CAR,CAR,1,0,0,0,SD,26,1
CHI,CHI,1,0,0,0,IND,29,1
MIN,MIN,0,1,0,0,GB,19,0
DEN,DEN,1,0,0,0,OAK,41,1
NYG,NYG,1,0,0,1,WSH,16,1
MIA,MIA,0,1,0,1,NYJ,14,0
NE,NE,1,0,0,1,KC,17,1
NO,NO,1,0,0,1,TB,24,1
PHI,PHI,1,0,0,1,STL,38,1
PIT,PIT,1,0,0,1,HOU,38,1
TEN,TEN,1,0,0,1,JAX,17,1
BUF,BUF,1,0,0,1,SEA,34,1
BAL,BAL,1,0,0,1,CIN,17,1
ATL,ATL,1,0,0,1,DET,34,1
SF,SF,0,1,0,1,ARZ,13,0
CLE,CLE,0,1,0,1,DAL,10,0
SD,SD,0,1,0,1,CAR,24,0
IND,IND,0,1,0,1,CHI,13,0
GB,GB,1,0,0,1,MIN,24,1
OAK,OAK,0,1,0,1,DEN,14,0
