,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
TB,TB,2,1,0,0,CHI,27,1
CAR,CAR,2,1,0,0,MIN,10,0
MIA,MIA,1,2,0,0,NE,38,1
CIN,CIN,0,3,0,0,NYG,23,0
HOU,HOU,0,2,0,0,TEN,12,0
ARZ,ARZ,2,1,0,0,WSH,17,0
KC,KC,0,3,0,0,ATL,14,0
OAK,OAK,1,2,0,0,BUF,23,0
DET,DET,0,3,0,0,SF,13,0
STL,STL,0,3,0,0,SEA,13,0
NO,NO,1,2,0,0,DEN,32,0
CLE,CLE,0,3,0,0,BAL,10,0
JAX,JAX,1,2,0,0,IND,23,1
PIT,PIT,2,1,0,0,PHI,6,0
DAL,DAL,3,0,0,0,GB,27,1
NYJ,NYJ,1,2,0,0,SD,29,0
CHI,CHI,1,2,0,1,TB,24,0
MIN,MIN,1,2,0,1,CAR,20,1
NE,NE,2,1,0,1,MIA,13,0
NYG,NYG,3,0,0,1,CIN,26,1
TEN,TEN,3,0,0,1,HOU,31,1
WSH,WSH,2,1,0,1,ARZ,24,1
ATL,ATL,2,1,0,1,KC,38,1
BUF,BUF,3,0,0,1,OAK,24,1
SF,SF,2,1,0,1,DET,31,1
SEA,SEA,1,2,0,1,STL,37,1
DEN,DEN,3,0,0,1,NO,34,1
BAL,BAL,2,0,0,1,CLE,28,1
IND,IND,1,2,0,1,JAX,21,0
PHI,PHI,2,1,0,1,PIT,15,1
GB,GB,2,1,0,1,DAL,16,0
SD,SD,1,2,0,1,NYJ,48,1
