,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CLE,CLE,1,3,0,0,CIN,20,1
HOU,HOU,0,3,0,0,JAX,27,0
DEN,DEN,3,1,0,0,KC,19,0
SF,SF,2,2,0,0,NO,17,0
ARZ,ARZ,2,2,0,0,NYJ,35,0
MIN,MIN,1,3,0,0,TEN,17,0
ATL,ATL,2,2,0,0,CAR,9,0
GB,GB,2,2,0,0,TB,21,0
BUF,BUF,4,0,0,0,STL,31,1
SD,SD,2,2,0,0,OAK,28,1
WSH,WSH,3,1,0,0,DAL,26,1
PHI,PHI,2,2,0,0,CHI,20,0
BAL,BAL,2,1,0,0,PIT,20,0
CIN,CIN,0,4,0,1,CLE,12,0
JAX,JAX,2,2,0,1,HOU,30,1
KC,KC,1,3,0,1,DEN,33,1
NO,NO,2,2,0,1,SF,31,1
NYJ,NYJ,2,2,0,1,ARZ,56,1
TEN,TEN,4,0,0,1,MIN,30,1
CAR,CAR,3,1,0,1,ATL,24,1
TB,TB,3,1,0,1,GB,30,1
STL,STL,0,4,0,1,BUF,14,0
OAK,OAK,1,3,0,1,SD,18,0
DAL,DAL,3,1,0,1,WSH,24,0
CHI,CHI,2,2,0,1,PHI,24,1
PIT,PIT,3,1,0,1,BAL,23,1
