,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
ATL,ATL,4,3,0,0,PHI,14,0
OAK,OAK,2,5,0,0,BAL,10,0
SD,SD,3,5,0,0,NO,32,0
STL,STL,2,5,0,0,NE,16,0
BUF,BUF,5,2,0,0,MIA,16,0
KC,KC,1,6,0,0,NYJ,24,0
ARZ,ARZ,4,3,0,0,CAR,23,0
TB,TB,5,3,0,0,DAL,9,0
WSH,WSH,6,2,0,0,DET,25,1
CLE,CLE,3,4,0,0,JAX,23,1
CIN,CIN,0,8,0,0,HOU,6,0
SEA,SEA,2,5,0,0,SF,34,1
NYG,NYG,6,1,0,0,PIT,21,1
IND,IND,3,4,0,0,TEN,21,0
PHI,PHI,4,3,0,1,ATL,27,1
BAL,BAL,4,3,0,1,OAK,29,1
NO,NO,4,4,0,1,SD,37,1
NE,NE,5,2,0,1,STL,23,1
MIA,MIA,3,4,0,1,BUF,25,1
NYJ,NYJ,4,3,0,1,KC,28,1
CAR,CAR,6,2,0,1,ARZ,27,1
DAL,DAL,5,3,0,1,TB,13,1
DET,DET,0,7,0,1,WSH,17,0
JAX,JAX,3,4,0,1,CLE,17,0
HOU,HOU,3,4,0,1,CIN,35,1
SF,SF,2,6,0,1,SEA,13,0
PIT,PIT,5,2,0,1,NYG,14,0
TEN,TEN,7,0,0,1,IND,31,1
