,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NO,NO,3,4,0,0,CAR,7,0
MIN,MIN,3,4,0,0,CHI,41,0
PIT,PIT,5,1,0,0,CIN,38,1
TEN,TEN,6,0,0,0,KC,34,1
BAL,BAL,3,3,0,0,MIA,27,1
DAL,DAL,4,3,0,0,STL,14,0
SD,SD,3,4,0,0,BUF,14,0
SF,SF,2,5,0,0,NYG,17,0
DET,DET,0,6,0,0,HOU,21,0
IND,IND,3,3,0,0,GB,14,0
NYJ,NYJ,3,3,0,0,OAK,13,0
CLE,CLE,2,4,0,0,WSH,11,0
SEA,SEA,1,5,0,0,TB,10,0
DEN,DEN,4,3,0,0,NE,7,0
CAR,CAR,5,2,0,1,NO,30,1
CHI,CHI,4,3,0,1,MIN,48,1
CIN,CIN,0,7,0,1,PIT,10,0
KC,KC,1,5,0,1,TEN,10,0
MIA,MIA,2,4,0,1,BAL,13,0
STL,STL,2,4,0,1,DAL,34,1
BUF,BUF,5,1,0,1,SD,23,1
NYG,NYG,5,1,0,1,SF,29,1
HOU,HOU,2,4,0,1,DET,28,1
GB,GB,4,3,0,1,IND,34,1
OAK,OAK,2,4,0,1,NYJ,16,1
WSH,WSH,5,2,0,1,CLE,14,1
TB,TB,5,2,0,1,SEA,20,1
NE,NE,4,2,0,1,DEN,41,1
