,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CLE,CLE,3,5,0,0,HOU,12,0
MIA,MIA,1,7,0,0,KC,31,1
SEA,SEA,2,6,0,0,DAL,13,0
SF,SF,7,1,0,0,WSH,19,1
TB,TB,4,4,0,0,NO,16,0
NYJ,NYJ,5,3,0,0,BUF,27,1
ATL,ATL,5,3,0,0,IND,31,1
CIN,CIN,6,2,0,0,TEN,24,1
DEN,DEN,3,5,0,0,OAK,38,1
NYG,NYG,6,2,0,0,NE,24,1
GB,GB,8,0,0,0,SD,45,1
STL,STL,1,7,0,0,ARZ,13,0
BAL,BAL,6,2,0,0,PIT,23,1
CHI,CHI,5,3,0,0,PHI,30,1
HOU,HOU,6,3,0,1,CLE,30,1
KC,KC,4,4,0,1,MIA,3,0
DAL,DAL,4,4,0,1,SEA,23,1
WSH,WSH,3,5,0,1,SF,11,0
NO,NO,6,3,0,1,TB,27,1
BUF,BUF,5,3,0,1,NYJ,11,0
IND,IND,0,9,0,1,ATL,7,0
TEN,TEN,4,4,0,1,CIN,17,0
OAK,OAK,4,4,0,1,DEN,24,0
NE,NE,5,3,0,1,NYG,20,0
SD,SD,4,4,0,1,GB,38,0
ARZ,ARZ,2,6,0,1,STL,19,1
PIT,PIT,6,3,0,1,BAL,20,0
PHI,PHI,3,5,0,1,CHI,24,0
