,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
GB,GB,11,0,0,0,DET,27,1
MIA,MIA,3,8,0,0,DAL,19,0
SF,SF,9,2,0,0,BAL,6,0
HOU,HOU,8,3,0,0,JAX,20,1
TB,TB,4,7,0,0,TEN,17,0
CAR,CAR,3,8,0,0,IND,27,1
ARZ,ARZ,4,7,0,0,STL,23,1
BUF,BUF,5,6,0,0,NYJ,24,0
CLE,CLE,4,7,0,0,CIN,20,0
MIN,MIN,2,9,0,0,ATL,14,0
WSH,WSH,4,7,0,0,SEA,23,1
CHI,CHI,7,4,0,0,OAK,20,0
NE,NE,8,3,0,0,PHI,38,1
DEN,DEN,6,5,0,0,SD,16,1
PIT,PIT,8,3,0,0,KC,13,1
NYG,NYG,6,5,0,0,NO,24,0
DET,DET,7,4,0,1,GB,15,0
DAL,DAL,7,4,0,1,MIA,20,1
BAL,BAL,8,3,0,1,SF,16,1
JAX,JAX,3,8,0,1,HOU,13,0
TEN,TEN,6,5,0,1,TB,23,1
IND,IND,0,11,0,1,CAR,19,0
STL,STL,2,9,0,1,ARZ,20,0
NYJ,NYJ,6,5,0,1,BUF,28,1
CIN,CIN,7,4,0,1,CLE,23,1
ATL,ATL,7,4,0,1,MIN,24,1
SEA,SEA,4,7,0,1,WSH,17,0
OAK,OAK,7,4,0,1,CHI,25,1
PHI,PHI,4,7,0,1,NE,20,0
SD,SD,4,7,0,1,DEN,13,0
KC,KC,4,7,0,1,PIT,9,0
NO,NO,8,3,0,1,NYG,49,1
