,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
PHI,PHI,4,8,0,0,SEA,14,0
NYJ,NYJ,7,5,0,0,WSH,34,1
IND,IND,0,12,0,0,NE,24,0
DEN,DEN,7,5,0,0,MIN,35,1
ATL,ATL,7,5,0,0,HOU,10,0
CAR,CAR,4,8,0,0,TB,38,1
CIN,CIN,7,5,0,0,PIT,7,0
KC,KC,5,7,0,0,CHI,10,1
TEN,TEN,7,5,0,0,BUF,23,1
OAK,OAK,7,5,0,0,MIA,14,0
BAL,BAL,9,3,0,0,CLE,24,1
STL,STL,2,10,0,0,SF,0,0
DAL,DAL,7,5,0,0,ARZ,13,0
GB,GB,12,0,0,0,NYG,38,1
DET,DET,7,5,0,0,NO,17,0
SD,SD,5,7,0,0,JAX,38,1
SEA,SEA,5,7,0,1,PHI,31,1
WSH,WSH,4,8,0,1,NYJ,19,0
NE,NE,9,3,0,1,IND,31,1
MIN,MIN,2,10,0,1,DEN,32,0
HOU,HOU,9,3,0,1,ATL,17,1
TB,TB,4,8,0,1,CAR,19,0
PIT,PIT,9,3,0,1,CIN,35,1
CHI,CHI,7,5,0,1,KC,3,0
BUF,BUF,5,7,0,1,TEN,17,0
MIA,MIA,4,8,0,1,OAK,34,1
CLE,CLE,4,8,0,1,BAL,10,0
SF,SF,10,2,0,1,STL,26,1
ARZ,ARZ,5,7,0,1,DAL,19,1
NYG,NYG,6,6,0,1,GB,35,0
NO,NO,9,3,0,1,DET,31,1
JAX,JAX,3,9,0,1,SD,14,0
