,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CLE,CLE,4,9,0,0,PIT,3,0
NE,NE,10,3,0,0,WSH,34,1
NO,NO,10,3,0,0,TEN,22,1
TB,TB,4,9,0,0,JAX,14,0
PHI,PHI,5,8,0,0,MIA,26,1
ATL,ATL,8,5,0,0,CAR,31,1
MIN,MIN,2,11,0,0,DET,28,0
KC,KC,5,8,0,0,NYJ,10,0
HOU,HOU,10,3,0,0,CIN,20,1
IND,IND,0,13,0,0,BAL,10,0
CHI,CHI,7,6,0,0,DEN,10,0
SF,SF,10,3,0,0,ARZ,19,0
BUF,BUF,5,8,0,0,SD,10,0
OAK,OAK,7,6,0,0,GB,16,0
NYG,NYG,7,6,0,0,DAL,37,1
STL,STL,2,11,0,0,SEA,13,0
PIT,PIT,10,3,0,1,CLE,14,1
WSH,WSH,4,9,0,1,NE,27,0
TEN,TEN,7,6,0,1,NO,17,0
JAX,JAX,4,9,0,1,TB,41,1
MIA,MIA,4,9,0,1,PHI,10,0
CAR,CAR,4,9,0,1,ATL,23,0
DET,DET,8,5,0,1,MIN,34,1
NYJ,NYJ,8,5,0,1,KC,37,1
CIN,CIN,7,6,0,1,HOU,19,0
BAL,BAL,10,3,0,1,IND,24,1
DEN,DEN,8,5,0,1,CHI,13,1
ARZ,ARZ,6,7,0,1,SF,21,1
SD,SD,6,7,0,1,BUF,37,1
GB,GB,13,0,0,1,OAK,46,1
DAL,DAL,7,6,0,1,NYG,34,0
SEA,SEA,6,7,0,1,STL,30,1
