,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
IND,IND,0,6,0,0,CIN,17,0
JAX,JAX,1,5,0,0,PIT,13,0
PHI,PHI,2,4,0,0,WSH,20,1
SF,SF,5,1,0,0,DET,25,1
STL,STL,0,5,0,0,GB,3,0
BUF,BUF,4,2,0,0,NYG,24,0
CAR,CAR,1,5,0,0,ATL,17,0
HOU,HOU,3,3,0,0,BAL,14,0
CLE,CLE,2,3,0,0,OAK,17,0
NO,NO,4,2,0,0,TB,20,0
DAL,DAL,2,3,0,0,NE,16,0
MIN,MIN,1,5,0,0,CHI,10,0
MIA,MIA,0,5,0,0,NYJ,6,0
CIN,CIN,4,2,0,1,IND,27,1
PIT,PIT,4,2,0,1,JAX,17,1
WSH,WSH,3,2,0,1,PHI,13,0
DET,DET,5,1,0,1,SF,19,0
GB,GB,6,0,0,1,STL,24,1
NYG,NYG,4,2,0,1,BUF,27,1
ATL,ATL,3,3,0,1,CAR,31,1
BAL,BAL,4,1,0,1,HOU,29,1
OAK,OAK,4,2,0,1,CLE,24,1
TB,TB,4,2,0,1,NO,26,1
NE,NE,5,1,0,1,DAL,20,1
CHI,CHI,3,3,0,1,MIN,39,1
NYJ,NYJ,3,3,0,1,MIA,24,1
