,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
HOU,HOU,10,5,0,0,IND,16,0
JAX,JAX,4,11,0,0,TEN,17,0
OAK,OAK,8,7,0,0,KC,16,1
NYG,NYG,8,7,0,0,NYJ,29,1
MIN,MIN,3,12,0,0,WSH,33,1
TB,TB,4,11,0,0,CAR,16,0
ARZ,ARZ,7,8,0,0,CIN,16,0
STL,STL,2,13,0,0,PIT,0,0
CLE,CLE,4,11,0,0,BAL,14,0
MIA,MIA,5,10,0,0,NE,24,0
DEN,DEN,8,7,0,0,BUF,14,0
SD,SD,7,8,0,0,DET,10,0
PHI,PHI,7,8,0,0,DAL,20,1
SF,SF,12,3,0,0,SEA,19,1
CHI,CHI,7,8,0,0,GB,21,0
ATL,ATL,9,6,0,0,NO,16,0
IND,IND,2,13,0,1,HOU,19,1
TEN,TEN,8,7,0,1,JAX,23,1
KC,KC,6,9,0,1,OAK,13,0
NYJ,NYJ,8,7,0,1,NYG,14,0
WSH,WSH,5,10,0,1,MIN,26,0
CAR,CAR,6,9,0,1,TB,48,1
CIN,CIN,9,6,0,1,ARZ,23,1
PIT,PIT,11,4,0,1,STL,27,1
BAL,BAL,11,4,0,1,CLE,20,1
NE,NE,12,3,0,1,MIA,27,1
BUF,BUF,6,9,0,1,DEN,40,1
DET,DET,10,5,0,1,SD,38,1
DAL,DAL,8,7,0,1,PHI,7,0
SEA,SEA,7,8,0,1,SF,17,0
GB,GB,14,1,0,1,CHI,35,1
NO,NO,12,3,0,1,ATL,45,1
