,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
PIT,PIT,2,2,0,0,HOU,10,0
DET,DET,4,0,0,0,DAL,34,1
SF,SF,3,1,0,0,PHI,24,1
CAR,CAR,1,3,0,0,CHI,29,0
WSH,WSH,3,1,0,0,STL,17,1
NO,NO,3,1,0,0,JAX,23,1
MIN,MIN,0,4,0,0,KC,17,0
BUF,BUF,3,1,0,0,CIN,20,0
TEN,TEN,3,1,0,0,CLE,31,1
ATL,ATL,2,2,0,0,SEA,30,1
NYG,NYG,3,1,0,0,ARZ,31,1
DEN,DEN,1,3,0,0,GB,23,0
NE,NE,3,1,0,0,OAK,31,1
MIA,MIA,0,4,0,0,SD,16,0
NYJ,NYJ,2,2,0,0,BAL,17,0
IND,IND,0,4,0,0,TB,17,0
HOU,HOU,3,1,0,1,PIT,17,1
DAL,DAL,2,2,0,1,DET,30,0
PHI,PHI,1,3,0,1,SF,23,0
CHI,CHI,2,2,0,1,CAR,34,1
STL,STL,0,4,0,1,WSH,10,0
JAX,JAX,1,3,0,1,NO,10,0
KC,KC,1,3,0,1,MIN,22,1
CIN,CIN,2,2,0,1,BUF,23,1
CLE,CLE,2,2,0,1,TEN,13,0
SEA,SEA,1,3,0,1,ATL,28,0
ARZ,ARZ,1,3,0,1,NYG,27,0
GB,GB,4,0,0,1,DEN,49,1
OAK,OAK,2,2,0,1,NE,19,0
SD,SD,3,1,0,1,MIA,26,1
BAL,BAL,3,1,0,1,NYJ,34,1
TB,TB,3,1,0,1,IND,24,1
