,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
BAL,BAL,1,1,0,0,TEN,13,0
JAX,JAX,1,1,0,0,NYJ,3,0
CLE,CLE,1,1,0,0,IND,27,1
ARZ,ARZ,1,1,0,0,WSH,21,0
TB,TB,1,1,0,0,MIN,24,1
GB,GB,2,0,0,0,CAR,30,1
CHI,CHI,1,1,0,0,NO,13,0
SEA,SEA,0,2,0,0,PIT,0,0
KC,KC,0,2,0,0,DET,3,0
OAK,OAK,1,1,0,0,BUF,35,0
DAL,DAL,1,1,0,0,SF,27,1
SD,SD,1,1,0,0,NE,21,0
CIN,CIN,1,1,0,0,DEN,22,0
HOU,HOU,2,0,0,0,MIA,23,1
PHI,PHI,1,1,0,0,ATL,31,0
STL,STL,0,2,0,0,NYG,16,0
TEN,TEN,1,1,0,1,BAL,26,1
NYJ,NYJ,2,0,0,1,JAX,32,1
IND,IND,0,2,0,1,CLE,19,0
WSH,WSH,2,0,0,1,ARZ,22,1
MIN,MIN,0,2,0,1,TB,20,0
CAR,CAR,0,2,0,1,GB,23,0
NO,NO,1,1,0,1,CHI,30,1
PIT,PIT,1,1,0,1,SEA,24,1
DET,DET,2,0,0,1,KC,48,1
BUF,BUF,2,0,0,1,OAK,38,1
SF,SF,1,1,0,1,DAL,24,0
NE,NE,2,0,0,1,SD,35,1
DEN,DEN,1,1,0,1,CIN,24,1
MIA,MIA,0,2,0,1,HOU,13,0
ATL,ATL,1,1,0,1,PHI,35,1
NYG,NYG,1,1,0,1,STL,28,1
