,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
MIA,MIA,0,7,0,0,NYG,17,0
JAX,JAX,2,6,0,0,HOU,14,0
IND,IND,0,8,0,0,TEN,10,0
MIN,MIN,2,6,0,0,CAR,24,1
NO,NO,5,3,0,0,STL,21,0
ARZ,ARZ,1,6,0,0,BAL,27,0
WSH,WSH,3,4,0,0,BUF,0,0
DET,DET,6,2,0,0,DEN,45,1
CLE,CLE,3,4,0,0,SF,10,0
CIN,CIN,5,2,0,0,SEA,34,1
NE,NE,5,2,0,0,PIT,17,0
DAL,DAL,3,4,0,0,PHI,7,0
SD,SD,4,3,0,0,KC,20,0
NYG,NYG,5,2,0,1,MIA,20,1
HOU,HOU,5,3,0,1,JAX,24,1
TEN,TEN,4,3,0,1,IND,27,1
CAR,CAR,2,6,0,1,MIN,21,0
STL,STL,1,6,0,1,NO,31,1
BAL,BAL,5,2,0,1,ARZ,30,1
BUF,BUF,5,2,0,1,WSH,23,1
DEN,DEN,2,5,0,1,DET,10,0
SF,SF,6,1,0,1,CLE,20,1
SEA,SEA,2,5,0,1,CIN,12,0
PIT,PIT,6,2,0,1,NE,25,1
PHI,PHI,3,4,0,1,DAL,34,1
KC,KC,4,3,0,1,SD,23,1
