,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CHI,CHI,1,6,0,0,GB,10,0
NYG,NYG,4,3,0,0,LA,17,1
NO,NO,2,4,0,0,KC,21,0
IND,IND,3,4,0,0,TEN,34,1
MIN,MIN,5,1,0,0,PHI,10,0
CLE,CLE,0,7,0,0,CIN,17,0
WSH,WSH,4,3,0,0,DET,17,0
OAK,OAK,5,2,0,0,JAX,33,1
BUF,BUF,4,3,0,0,MIA,25,0
BAL,BAL,3,4,0,0,NYJ,16,0
TB,TB,3,3,0,0,SF,34,1
SD,SD,3,4,0,0,ATL,33,1
NE,NE,6,1,0,0,PIT,27,1
SEA,SEA,4,1,1,0,ARZ,6,0
HOU,HOU,4,3,0,0,DEN,9,0
GB,GB,4,2,0,1,CHI,26,1
LA,LA,3,4,0,1,NYG,10,0
KC,KC,4,2,0,1,NO,27,1
TEN,TEN,3,4,0,1,IND,26,0
PHI,PHI,4,2,0,1,MIN,21,1
CIN,CIN,3,4,0,1,CLE,31,1
DET,DET,4,3,0,1,WSH,20,1
JAX,JAX,2,4,0,1,OAK,16,0
MIA,MIA,3,4,0,1,BUF,28,1
NYJ,NYJ,2,5,0,1,BAL,24,1
SF,SF,1,6,0,1,TB,17,0
ATL,ATL,4,3,0,1,SD,30,0
PIT,PIT,4,3,0,1,NE,16,0
ARZ,ARZ,3,3,1,1,SEA,6,1
DEN,DEN,5,2,0,1,HOU,27,1
