,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
DAL,DAL,11,1,0,0,MIN,17,1
KC,KC,9,3,0,0,ATL,29,1
DET,DET,8,4,0,0,NO,28,1
LA,LA,4,8,0,0,NE,10,0
DEN,DEN,8,4,0,0,JAX,20,1
HOU,HOU,6,6,0,0,GB,13,0
PHI,PHI,5,7,0,0,CIN,14,0
MIA,MIA,7,5,0,0,BAL,6,0
SF,SF,1,11,0,0,CHI,6,0
BUF,BUF,6,6,0,0,OAK,24,0
NYG,NYG,8,4,0,0,PIT,14,0
WSH,WSH,6,5,1,0,ARZ,23,0
TB,TB,7,5,0,0,SD,28,1
CAR,CAR,4,8,0,0,SEA,7,0
IND,IND,6,6,0,0,NYJ,41,1
MIN,MIN,6,6,0,1,DAL,15,0
ATL,ATL,7,5,0,1,KC,28,0
NO,NO,5,7,0,1,DET,13,0
NE,NE,10,2,0,1,LA,26,1
JAX,JAX,2,10,0,1,DEN,10,0
GB,GB,6,6,0,1,HOU,21,1
CIN,CIN,4,7,1,1,PHI,32,1
BAL,BAL,7,5,0,1,MIA,38,1
CHI,CHI,3,9,0,1,SF,26,1
OAK,OAK,10,2,0,1,BUF,38,1
PIT,PIT,7,5,0,1,NYG,24,1
ARZ,ARZ,5,6,1,1,WSH,31,1
SD,SD,5,7,0,1,TB,21,0
SEA,SEA,8,3,1,1,CAR,40,1
NYJ,NYJ,3,9,0,1,IND,10,0
