,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
ARZ,ARZ,2,3,0,0,SF,33,1
NE,NE,4,1,0,0,CLE,33,1
PHI,PHI,3,1,0,0,DET,23,0
CHI,CHI,1,4,0,0,IND,23,0
TEN,TEN,2,3,0,0,MIA,30,1
WSH,WSH,3,2,0,0,BAL,16,1
HOU,HOU,3,2,0,0,MIN,13,0
NYJ,NYJ,1,4,0,0,PIT,13,0
ATL,ATL,4,1,0,0,DEN,23,1
CIN,CIN,2,3,0,0,DAL,14,0
BUF,BUF,3,2,0,0,LA,30,1
SD,SD,1,4,0,0,OAK,31,0
NYG,NYG,2,3,0,0,GB,16,0
TB,TB,2,3,0,0,CAR,17,1
SF,SF,1,4,0,1,ARZ,21,0
CLE,CLE,0,5,0,1,NE,13,0
DET,DET,2,3,0,1,PHI,24,1
IND,IND,2,3,0,1,CHI,29,1
MIA,MIA,1,4,0,1,TEN,17,0
BAL,BAL,3,2,0,1,WSH,10,0
MIN,MIN,5,0,0,1,HOU,31,1
PIT,PIT,4,1,0,1,NYJ,31,1
DEN,DEN,4,1,0,1,ATL,16,0
DAL,DAL,4,1,0,1,CIN,28,1
LA,LA,3,2,0,1,BUF,19,0
OAK,OAK,4,1,0,1,SD,34,1
GB,GB,3,1,0,1,NYG,23,1
CAR,CAR,1,4,0,1,TB,14,0
