,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NYG,NYG,10,5,0,0,PHI,19,0
MIN,MIN,7,8,0,0,GB,25,0
TEN,TEN,8,7,0,0,JAX,17,0
NYJ,NYJ,4,11,0,0,NE,3,0
SD,SD,5,10,0,0,CLE,17,0
WSH,WSH,8,6,1,0,CHI,41,1
ATL,ATL,10,5,0,0,CAR,33,1
MIA,MIA,10,5,0,0,BUF,34,1
IND,IND,7,8,0,0,OAK,25,0
SF,SF,2,13,0,0,LA,22,1
ARZ,ARZ,6,8,1,0,SEA,34,1
TB,TB,8,7,0,0,NO,24,0
CIN,CIN,5,9,1,0,HOU,10,0
BAL,BAL,8,7,0,0,PIT,27,0
DEN,DEN,8,7,0,0,KC,10,0
DET,DET,9,6,0,0,DAL,21,0
PHI,PHI,6,9,0,1,NYG,24,1
GB,GB,9,6,0,1,MIN,38,1
JAX,JAX,3,12,0,1,TEN,38,1
NE,NE,13,2,0,1,NYJ,41,1
CLE,CLE,1,14,0,1,SD,20,1
CHI,CHI,3,12,0,1,WSH,21,0
CAR,CAR,6,9,0,1,ATL,16,0
BUF,BUF,7,8,0,1,MIA,31,0
OAK,OAK,12,3,0,1,IND,33,1
LA,LA,4,11,0,1,SF,21,0
SEA,SEA,9,5,1,1,ARZ,31,0
NO,NO,7,8,0,1,TB,31,1
HOU,HOU,9,6,0,1,CIN,12,1
PIT,PIT,10,5,0,1,BAL,31,1
KC,KC,11,4,0,1,DEN,33,1
DAL,DAL,13,2,0,1,DET,42,1
