,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
JAX,JAX,2,5,0,0,TEN,22,0
WSH,WSH,4,3,1,0,CIN,27,0
KC,KC,5,2,0,0,IND,30,1
ARZ,ARZ,3,4,1,0,CAR,20,0
OAK,OAK,6,2,0,0,TB,30,1
SEA,SEA,4,2,1,0,NO,20,0
DET,DET,4,4,0,0,HOU,13,0
NE,NE,7,1,0,0,BUF,41,1
NYJ,NYJ,3,5,0,0,CLE,31,1
SD,SD,3,5,0,0,DEN,19,0
GB,GB,4,3,0,0,ATL,32,0
PHI,PHI,4,3,0,0,DAL,23,0
MIN,MIN,5,2,0,0,CHI,10,0
TEN,TEN,4,4,0,1,JAX,36,1
CIN,CIN,3,4,1,1,WSH,27,1
IND,IND,3,5,0,1,KC,14,0
CAR,CAR,2,5,0,1,ARZ,30,1
TB,TB,3,4,0,1,OAK,24,0
NO,NO,3,4,0,1,SEA,25,1
HOU,HOU,5,3,0,1,DET,20,1
BUF,BUF,4,4,0,1,NE,25,0
CLE,CLE,0,8,0,1,NYJ,28,0
DEN,DEN,6,2,0,1,SD,27,1
ATL,ATL,5,3,0,1,GB,33,1
DAL,DAL,6,1,0,1,PHI,29,1
CHI,CHI,2,6,0,1,MIN,20,1
