,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
MIN,MIN,6,5,0,0,DET,13,0
WSH,WSH,6,4,1,0,DAL,26,0
PIT,PIT,6,5,0,0,IND,28,1
CIN,CIN,3,7,1,0,BAL,14,0
LA,LA,4,7,0,0,NO,21,0
ARZ,ARZ,4,6,1,0,ATL,19,0
SF,SF,1,10,0,0,MIA,24,0
JAX,JAX,2,9,0,0,BUF,21,0
TEN,TEN,6,6,0,0,CHI,27,1
NYG,NYG,8,3,0,0,CLE,27,1
SD,SD,5,6,0,0,HOU,21,1
SEA,SEA,7,3,1,0,TB,5,0
NE,NE,9,2,0,0,NYJ,22,1
CAR,CAR,4,7,0,0,OAK,32,0
KC,KC,8,3,0,0,DEN,30,1
GB,GB,5,6,0,0,PHI,27,1
DET,DET,7,4,0,1,MIN,16,1
DAL,DAL,10,1,0,1,WSH,31,1
IND,IND,5,6,0,1,PIT,7,0
BAL,BAL,6,5,0,1,CIN,19,1
NO,NO,5,6,0,1,LA,49,1
ATL,ATL,7,4,0,1,ARZ,38,1
MIA,MIA,7,4,0,1,SF,31,1
BUF,BUF,6,5,0,1,JAX,28,1
CHI,CHI,2,9,0,1,TEN,21,0
CLE,CLE,0,12,0,1,NYG,13,0
HOU,HOU,6,5,0,1,SD,13,0
TB,TB,6,5,0,1,SEA,14,1
NYJ,NYJ,3,8,0,1,NE,17,0
OAK,OAK,9,2,0,1,CAR,35,1
DEN,DEN,7,4,0,1,KC,27,0
PHI,PHI,5,6,0,1,GB,13,0
