,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
MIA,MIA,1,3,0,0,CIN,7,0
IND,IND,1,3,0,0,JAX,27,0
TEN,TEN,1,3,0,0,HOU,20,0
CLE,CLE,0,4,0,0,WSH,20,0
SEA,SEA,3,1,0,0,NYJ,27,1
BUF,BUF,2,2,0,0,NE,16,1
CAR,CAR,1,3,0,0,ATL,33,0
OAK,OAK,3,1,0,0,BAL,28,1
DET,DET,1,3,0,0,CHI,14,0
DEN,DEN,4,0,0,0,TB,27,1
LA,LA,3,1,0,0,ARZ,17,1
NO,NO,1,3,0,0,SD,35,1
DAL,DAL,3,1,0,0,SF,24,1
KC,KC,2,2,0,0,PIT,14,0
NYG,NYG,2,2,0,0,MIN,10,0
CIN,CIN,2,2,0,1,MIA,22,1
JAX,JAX,1,3,0,1,IND,30,1
HOU,HOU,3,1,0,1,TEN,27,1
WSH,WSH,2,2,0,1,CLE,31,1
NYJ,NYJ,1,3,0,1,SEA,17,0
NE,NE,3,1,0,1,BUF,0,0
ATL,ATL,3,1,0,1,CAR,48,1
BAL,BAL,3,1,0,1,OAK,27,0
CHI,CHI,1,3,0,1,DET,17,1
TB,TB,1,3,0,1,DEN,7,0
ARZ,ARZ,1,3,0,1,LA,13,0
SD,SD,1,3,0,1,NO,34,0
SF,SF,1,3,0,1,DAL,17,0
PIT,PIT,3,1,0,1,KC,43,1
MIN,MIN,4,0,0,1,NYG,24,1
