,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
HOU,HOU,2,1,0,0,NE,0,0
ARZ,ARZ,1,2,0,0,BUF,18,0
OAK,OAK,2,1,0,0,TEN,17,1
WSH,WSH,1,2,0,0,NYG,29,1
CLE,CLE,0,3,0,0,MIA,24,0
BAL,BAL,3,0,0,0,JAX,19,1
DET,DET,1,2,0,0,GB,27,0
DEN,DEN,3,0,0,0,CIN,29,1
MIN,MIN,3,0,0,0,CAR,22,1
LA,LA,2,1,0,0,TB,37,1
SF,SF,1,2,0,0,SEA,18,0
NYJ,NYJ,1,2,0,0,KC,3,0
SD,SD,1,2,0,0,IND,22,0
PIT,PIT,2,1,0,0,PHI,3,0
CHI,CHI,0,3,0,0,DAL,17,0
ATL,ATL,2,1,0,0,NO,45,1
NE,NE,3,0,0,1,HOU,27,1
BUF,BUF,1,2,0,1,ARZ,33,1
TEN,TEN,1,2,0,1,OAK,10,0
NYG,NYG,2,1,0,1,WSH,27,0
MIA,MIA,1,2,0,1,CLE,30,1
JAX,JAX,0,3,0,1,BAL,17,0
GB,GB,2,1,0,1,DET,34,1
CIN,CIN,1,2,0,1,DEN,17,0
CAR,CAR,1,2,0,1,MIN,10,0
TB,TB,1,2,0,1,LA,32,0
SEA,SEA,2,1,0,1,SF,37,1
KC,KC,2,1,0,1,NYJ,24,1
IND,IND,1,2,0,1,SD,26,1
PHI,PHI,3,0,0,1,PIT,34,1
DAL,DAL,2,1,0,1,CHI,31,1
NO,NO,0,3,0,1,ATL,32,0
