,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
OAK,OAK,10,3,0,0,KC,13,0
PIT,PIT,8,5,0,0,BUF,27,1
DEN,DEN,8,5,0,0,TEN,10,0
WSH,WSH,7,5,1,0,PHI,27,1
ARZ,ARZ,5,7,1,0,MIA,23,0
MIN,MIN,7,6,0,0,JAX,25,1
HOU,HOU,7,6,0,0,IND,22,1
SD,SD,5,8,0,0,CAR,16,0
CIN,CIN,5,7,1,0,CLE,23,1
CHI,CHI,3,10,0,0,DET,17,0
NYJ,NYJ,4,9,0,0,SF,23,1
NO,NO,5,8,0,0,TB,11,0
ATL,ATL,8,5,0,0,LA,42,1
SEA,SEA,8,4,1,0,GB,10,0
DAL,DAL,11,2,0,0,NYG,7,0
BAL,BAL,7,6,0,0,NE,23,0
KC,KC,10,3,0,1,OAK,21,1
BUF,BUF,6,7,0,1,PIT,20,0
TEN,TEN,7,6,0,1,DEN,13,1
PHI,PHI,5,8,0,1,WSH,22,0
MIA,MIA,8,5,0,1,ARZ,26,1
JAX,JAX,2,11,0,1,MIN,16,0
IND,IND,6,7,0,1,HOU,17,0
CAR,CAR,5,8,0,1,SD,28,1
CLE,CLE,0,13,0,1,CIN,10,0
DET,DET,9,4,0,1,CHI,20,1
SF,SF,1,12,0,1,NYJ,17,0
TB,TB,8,5,0,1,NO,16,1
LA,LA,4,9,0,1,ATL,14,0
GB,GB,7,6,0,1,SEA,38,1
NYG,NYG,9,4,0,1,DAL,10,1
NE,NE,11,2,0,1,BAL,30,1
