,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
DEN,DEN,4,2,0,0,SD,13,0
SF,SF,1,5,0,0,BUF,16,0
PHI,PHI,3,2,0,0,WSH,20,0
CLE,CLE,0,6,0,0,TEN,26,0
BAL,BAL,3,3,0,0,NYG,23,0
CAR,CAR,1,5,0,0,NO,38,0
JAX,JAX,2,3,0,0,CHI,17,1
LA,LA,3,3,0,0,DET,28,0
PIT,PIT,4,2,0,0,MIA,15,0
CIN,CIN,2,4,0,0,NE,17,0
KC,KC,3,2,0,0,OAK,26,1
ATL,ATL,4,2,0,0,SEA,24,0
DAL,DAL,5,1,0,0,GB,30,1
IND,IND,2,4,0,0,HOU,23,0
NYJ,NYJ,1,5,0,0,ARZ,3,0
SD,SD,2,4,0,1,DEN,21,1
BUF,BUF,4,2,0,1,SF,45,1
WSH,WSH,4,2,0,1,PHI,27,1
TEN,TEN,3,3,0,1,CLE,28,1
NYG,NYG,3,3,0,1,BAL,27,1
NO,NO,2,3,0,1,CAR,41,1
CHI,CHI,1,5,0,1,JAX,16,0
DET,DET,3,3,0,1,LA,31,1
MIA,MIA,2,4,0,1,PIT,30,1
NE,NE,5,1,0,1,CIN,35,1
OAK,OAK,4,2,0,1,KC,10,0
SEA,SEA,4,1,0,1,ATL,26,1
GB,GB,3,2,0,1,DAL,16,0
HOU,HOU,4,2,0,1,IND,26,1
ARZ,ARZ,3,3,0,1,NYJ,28,1
