,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
ATL,ATL,6,3,0,0,TB,43,1
DET,DET,5,4,0,0,MIN,22,1
PHI,PHI,4,4,0,0,NYG,23,0
NYJ,NYJ,3,6,0,0,MIA,23,0
JAX,JAX,2,6,0,0,KC,14,0
DAL,DAL,7,1,0,0,CLE,35,1
PIT,PIT,4,4,0,0,BAL,14,0
NO,NO,4,4,0,0,SF,41,1
CAR,CAR,3,5,0,0,LA,13,1
IND,IND,4,5,0,0,GB,31,1
TEN,TEN,4,5,0,0,SD,35,0
DEN,DEN,6,3,0,0,OAK,20,0
BUF,BUF,4,5,0,0,SEA,25,0
TB,TB,3,5,0,1,ATL,28,0
MIN,MIN,5,3,0,1,DET,16,0
NYG,NYG,5,3,0,1,PHI,28,1
MIA,MIA,4,4,0,1,NYJ,27,1
KC,KC,6,2,0,1,JAX,19,1
CLE,CLE,0,9,0,1,DAL,10,0
BAL,BAL,4,4,0,1,PIT,21,1
SF,SF,1,7,0,1,NO,23,0
LA,LA,3,5,0,1,CAR,10,0
GB,GB,4,4,0,1,IND,26,0
SD,SD,4,5,0,1,TEN,43,1
OAK,OAK,7,2,0,1,DEN,30,1
SEA,SEA,5,2,1,1,BUF,31,1
