,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NYJ,NYJ,1,1,0,0,BUF,37,1
SF,SF,1,1,0,0,CAR,27,0
DAL,DAL,1,1,0,0,WSH,27,1
CIN,CIN,1,1,0,0,PIT,16,0
NO,NO,0,2,0,0,NYG,13,0
MIA,MIA,0,2,0,0,NE,24,0
KC,KC,1,1,0,0,HOU,12,0
TEN,TEN,1,1,0,0,DET,16,1
BAL,BAL,2,0,0,0,CLE,25,1
SEA,SEA,1,1,0,0,LA,3,0
TB,TB,1,1,0,0,ARZ,7,0
JAX,JAX,0,2,0,0,SD,14,0
ATL,ATL,1,1,0,0,OAK,35,1
IND,IND,0,2,0,0,DEN,20,0
GB,GB,1,1,0,0,MIN,14,0
PHI,PHI,2,0,0,0,CHI,29,1
BUF,BUF,0,2,0,1,NYJ,31,0
CAR,CAR,1,1,0,1,SF,46,1
WSH,WSH,0,2,0,1,DAL,23,0
PIT,PIT,2,0,0,1,CIN,24,1
NYG,NYG,2,0,0,1,NO,16,1
NE,NE,2,0,0,1,MIA,31,1
HOU,HOU,2,0,0,1,KC,19,1
DET,DET,1,1,0,1,TEN,15,0
CLE,CLE,0,2,0,1,BAL,20,0
LA,LA,1,1,0,1,SEA,9,1
ARZ,ARZ,1,1,0,1,TB,40,1
SD,SD,1,1,0,1,JAX,38,1
OAK,OAK,1,1,0,1,ATL,28,0
DEN,DEN,2,0,0,1,IND,34,1
MIN,MIN,2,0,0,1,GB,17,1
CHI,CHI,0,2,0,1,PHI,14,0
