,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
LA,LA,4,10,0,0,SEA,3,0
MIA,MIA,9,5,0,0,NYJ,34,1
TEN,TEN,8,6,0,0,KC,19,1
PIT,PIT,9,5,0,0,CIN,24,1
DET,DET,9,5,0,0,NYG,6,0
IND,IND,7,7,0,0,MIN,34,1
JAX,JAX,2,12,0,0,HOU,20,0
GB,GB,8,6,0,0,CHI,30,1
CLE,CLE,0,14,0,0,BUF,13,0
PHI,PHI,5,9,0,0,BAL,26,0
SF,SF,1,13,0,0,ATL,13,0
NO,NO,6,8,0,0,ARZ,48,1
OAK,OAK,11,3,0,0,SD,19,1
NE,NE,12,2,0,0,DEN,16,1
TB,TB,8,6,0,0,DAL,20,0
CAR,CAR,6,8,0,0,WSH,26,1
SEA,SEA,9,4,1,1,LA,24,1
NYJ,NYJ,4,10,0,1,MIA,13,0
KC,KC,10,4,0,1,TEN,17,0
CIN,CIN,5,8,1,1,PIT,20,0
NYG,NYG,10,4,0,1,DET,17,1
MIN,MIN,7,7,0,1,IND,6,0
HOU,HOU,8,6,0,1,JAX,21,1
CHI,CHI,3,11,0,1,GB,27,0
BUF,BUF,7,7,0,1,CLE,33,1
BAL,BAL,8,6,0,1,PHI,27,1
ATL,ATL,9,5,0,1,SF,41,1
ARZ,ARZ,5,8,1,1,NO,41,0
SD,SD,5,9,0,1,OAK,16,0
DEN,DEN,8,6,0,1,NE,3,0
DAL,DAL,12,2,0,1,TB,26,1
WSH,WSH,7,6,1,1,CAR,15,0
