,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,4,27,47,0.574,302,6.4,12.0,1,3,57.2,3,23,17,1,1,9,25,118,4.7,0,6,12,7,2,2,1.0,25,0,1,1,1.0,0,26,4,169,42.3,19,2,38,19.0,0,25,3,23,7.7,0,19,9,17,42,39,3,2,19,0,0,1,1,0,1,4,12,0,1,26,6,17,6,13,0.46,0,0,0.0,6,3,45,26,13,420,118,4.7,0,302,6.4,12.0,1,38,23,45,30,-4,0,1,3,2
ATL,1,28,37,0.757,481,13.0,18.0,4,1,142.0,3,22,18,0,0,15,25,90,3.6,1,7,2,12,2,2,1.0,53,0,6,6,1.0,0,4,3,158,52.7,23,2,32,16.0,0,32,3,25,8.3,0,18,26,33,52,36,16,1,8,2,1,0,0,0,5,2,6,0,4,25,7,18,8,13,0.62,0,0,0.0,8,0,77,1,48,571,90,3.6,1,481,13.0,18.0,4,32,25,77,9,1,2,0,1,0
BAL,9,32,52,0.615,282,5.4,9.3,1,0,82.4,2,16,15,1,1,7,26,130,5.0,2,7,12,7,2,2,1.0,43,0,1,1,1.0,0,16,7,342,48.9,4,4,123,30.8,0,60,3,42,14.0,0,20,23,28,41,31,10,0,0,0,0,1,1,0,3,1,1,0,4,25,7,15,5,17,0.29,1,2,0.5,10,3,105,9,27,412,130,5.0,2,282,5.4,9.3,1,123,42,105,15,0,0,1,0,1
BUF,15,27,39,0.692,244,6.3,9.1,1,0,94.4,2,2,15,0,0,6,32,134,4.2,0,7,4,10,3,4,0.75,44,0,1,1,1.0,0,28,4,163,40.8,28,0,0,0.0,0,0,3,18,6.0,0,18,1,0,51,31,20,3,18,0,0,2,1,0,4,4,6,0,6,24,7,15,7,15,0.47,0,0,0.0,6,2,60,23,16,378,134,4.2,0,244,6.3,9.1,1,0,18,60,9,1,0,1,0,0
CAR,2,31,48,0.646,329,6.9,10.9,3,2,87.9,1,8,16,0,0,28,15,49,3.3,0,3,18,5,1,1,1.0,54,0,2,2,1.0,0,9,6,304,50.7,2,2,65,32.5,0,42,2,16,8.0,0,8,30,48,55,41,14,3,22,1,1,0,0,0,6,4,10,0,18,20,3,16,7,16,0.44,1,1,1.0,6,1,55,5,33,378,49,3.3,0,329,6.9,10.9,3,65,16,55,17,-1,1,0,2,0
CHI,5,28,36,0.778,294,8.2,10.8,2,0,119.2,2,8,16,0,0,11,29,114,3.9,0,6,18,5,1,2,0.5,25,0,2,2,1.0,0,13,4,196,49.0,5,1,29,29.0,0,29,3,17,5.7,0,8,6,14,44,40,4,2,16,2,0,0,0,0,3,2,7,0,8,23,6,16,5,13,0.38,0,1,0.0,8,1,55,19,17,408,114,3.9,0,294,8.2,10.8,2,29,17,55,4,2,2,0,0,0
CIN,8,22,31,0.71,285,9.2,13.5,1,0,110.3,1,11,13,0,0,21,37,77,2.1,0,4,1,16,5,5,1.0,47,0,1,1,1.0,0,22,4,184,46.0,16,1,21,21.0,0,0,3,23,7.7,0,0,2,7,42,23,19,5,29,1,0,1,1,0,7,1,1,0,20,19,4,13,3,15,0.2,1,1,1.0,6,2,40,16,22,362,77,2.1,0,285,9.2,13.5,1,21,23,40,4,2,1,1,0,0
CLE,19,28,40,0.7,217,5.4,8.0,1,1,80.9,1,6,16,0,0,2,28,163,5.8,1,8,10,8,2,2,1.0,51,0,2,2,1.0,0,2,1,55,55.0,21,1,17,17.0,0,17,2,20,10.0,0,18,25,31,67,36,31,3,27,1,0,1,0,0,3,1,1,0,1,26,8,16,8,12,0.67,0,1,0.0,7,2,101,17,20,380,163,5.8,1,217,5.4,8.0,1,17,20,101,23,-2,1,0,1,2
DAL,17,23,32,0.719,234,7.3,10.7,2,0,113.3,2,11,11,0,0,1,39,194,5.0,1,12,15,6,1,2,0.5,22,0,3,3,1.0,0,1,4,221,55.3,6,1,28,28.0,0,28,2,25,12.5,0,14,9,17,51,39,12,1,7,1,0,0,0,0,4,5,8,0,1,26,12,11,6,14,0.43,0,0,0.0,6,3,45,14,24,428,194,5.0,1,234,7.3,10.7,2,28,25,45,9,1,1,0,0,0
DEN,18,19,31,0.613,218,7.0,12.5,2,0,104.0,4,20,14,0,0,17,32,89,2.8,1,4,6,9,2,2,1.0,38,0,3,3,1.0,0,18,7,330,47.1,28,0,0,0.0,0,0,2,12,6.0,0,12,2,7,53,40,13,5,36,2,0,1,1,0,5,2,6,0,11,22,4,14,3,13,0.23,0,0,0.0,9,4,88,9,27,307,89,2.8,1,218,7.0,12.5,2,0,12,88,2,3,2,1,0,0
