,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,9,18,34,0.529,311,9.1,17.5,3,0,113.7,1,4,15,0,0,13,30,105,3.5,1,4,9,10,2,2,1.0,40,0,4,5,0.8,0,14,6,279,46.5,28,0,0,0.0,0,0,1,7,7.0,0,7,2,7,53,45,8,3,22,4,1,0,1,0,8,3,6,0,18,20,4,15,6,14,0.43,0,0,0.0,3,1,30,2,40,416,105,3.5,1,311,9.1,17.5,3,0,7,30,1,5,4,1,0,0
ATL,1,26,34,0.765,389,11.4,15.2,3,1,130.6,1,7,18,0,0,6,29,139,4.8,1,8,12,9,2,2,1.0,21,0,3,3,1.0,0,20,3,132,44.0,26,1,11,11.0,0,11,2,73,36.5,0,73,23,28,65,52,13,1,0,0,0,0,0,0,2,0,0,0,4,27,8,18,5,10,0.5,0,0,0.0,7,1,72,5,35,528,139,4.8,1,389,11.4,15.2,3,11,73,72,22,-1,0,0,1,0
BAL,11,25,45,0.556,302,6.7,12.1,2,2,72.6,0,0,17,0,0,22,26,80,3.1,0,3,6,11,3,3,1.0,52,0,2,2,1.0,0,12,3,141,47.0,1,2,80,40.0,0,48,2,22,11.0,0,15,15,20,48,36,12,3,18,2,0,1,0,0,2,4,10,0,11,22,3,17,10,16,0.63,0,1,0.0,4,2,29,13,25,382,80,3.1,0,302,6.7,12.1,2,80,22,29,12,0,2,0,2,0
BUF,10,19,31,0.613,307,9.9,16.2,3,1,113.2,0,0,9,0,0,17,19,86,4.5,0,6,18,7,1,1,1.0,39,0,4,4,1.0,0,27,3,118,39.3,6,5,125,25.0,0,45,1,8,8.0,0,8,29,37,83,54,29,1,4,0,0,2,1,1,4,2,4,0,26,16,6,9,3,10,0.3,1,2,0.5,6,1,59,7,31,393,86,4.5,0,307,9.9,16.2,3,125,8,59,12,0,0,1,1,0
CAR,5,24,40,0.6,353,8.8,14.7,4,1,111.8,1,0,15,1,1,1,37,176,4.8,0,8,1,16,4,4,1.0,49,0,4,5,0.8,1,24,3,123,41.0,10,6,130,21.7,0,59,3,28,9.3,0,16,21,27,52,32,20,2,6,2,0,1,1,1,6,4,11,0,5,26,8,15,7,15,0.47,0,0,0.0,8,3,65,1,46,529,176,4.8,0,353,8.8,14.7,4,130,28,65,22,-1,2,1,1,3
CHI,26,21,29,0.724,220,7.6,11.2,0,1,79.7,3,15,9,1,1,27,18,64,3.6,1,6,28,2,0,1,0.0,0,0,2,2,1.0,0,30,4,151,37.8,16,5,90,18.0,0,23,1,65,65.0,1,65,24,29,51,47,4,2,10,0,0,0,0,0,7,5,13,0,26,16,6,9,4,10,0.4,0,1,0.0,7,1,60,25,14,284,64,3.6,1,220,7.6,11.2,0,90,65,60,29,-3,0,0,1,2
CIN,4,31,54,0.574,366,6.8,11.8,1,0,84.3,1,0,17,0,0,30,18,46,2.6,0,1,9,10,3,3,1.0,33,0,1,1,1.0,0,16,9,407,45.2,28,0,0,0.0,0,0,3,19,6.3,0,12,18,24,65,47,18,1,9,2,0,1,0,0,6,3,7,0,15,21,1,17,4,16,0.25,1,1,1.0,5,3,31,21,16,412,46,2.6,0,366,6.8,11.8,1,0,19,31,12,0,2,0,0,2
CLE,20,20,33,0.606,242,7.3,13.0,2,2,78.1,3,18,15,0,0,5,23,145,6.3,1,2,28,2,0,1,0.0,0,0,2,3,0.667,1,17,5,226,45.2,21,2,32,16.0,0,19,2,13,6.5,0,13,20,25,61,37,24,0,0,2,0,0,0,0,7,2,2,0,23,17,2,15,8,15,0.53,1,1,1.0,8,0,59,17,20,387,145,6.3,1,242,7.3,13.0,2,32,13,59,12,0,2,0,2,0
DAL,14,22,30,0.733,278,9.3,13.3,0,0,101.8,4,14,13,0,0,14,30,102,3.4,3,8,12,9,2,2,1.0,31,0,3,3,1.0,0,9,3,142,47.3,5,2,52,26.0,0,33,1,7,7.0,0,7,17,23,53,39,14,2,14,1,0,0,0,0,6,0,0,0,7,24,8,13,6,12,0.5,1,1,1.0,6,3,39,11,27,380,102,3.4,3,278,9.3,13.3,0,52,7,39,12,0,1,0,0,1
DEN,15,22,33,0.667,266,8.1,12.1,0,1,78.6,1,0,13,0,0,9,31,134,4.3,1,7,2,14,4,5,0.8,43,0,2,2,1.0,0,7,2,98,49.0,28,0,0,0.0,0,0,2,26,13.0,0,14,15,20,47,37,10,5,27,1,1,1,1,1,8,0,0,0,7,24,7,13,5,11,0.45,0,0,0.0,8,4,54,6,34,400,134,4.3,1,266,8.1,12.1,0,0,26,54,7,1,1,1,1,0
