,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,2,30,49,0.612,363,7.4,12.5,1,2,73.8,2,13,17,1,1,18,23,80,3.5,1,4,4,11,3,3,1.0,39,0,2,2,1.0,0,15,4,177,44.3,24,3,48,16.0,0,18,3,13,4.3,0,6,7,20,50,42,8,3,12,0,0,1,1,0,2,5,15,0,4,26,4,17,7,14,0.5,0,0,0.0,2,5,10,15,23,443,80,3.5,1,363,7.4,12.5,1,48,13,10,25,-3,0,1,2,2
ATL,14,18,33,0.545,255,7.7,14.8,1,1,77.2,2,12,7,0,0,25,13,48,3.7,0,3,10,9,3,4,0.75,46,0,0,1,0.0,0,27,4,162,40.5,9,3,74,24.7,0,28,1,9,9.0,0,9,15,24,61,53,8,2,10,0,0,2,1,0,3,1,1,0,27,11,3,7,2,11,0.18,0,1,0.0,8,1,67,24,15,303,48,3.7,0,255,7.7,14.8,1,74,9,67,13,0,0,1,1,0
BAL,12,30,41,0.732,277,6.8,9.9,3,2,95.3,2,19,19,0,0,10,34,119,3.5,0,7,12,8,2,2,1.0,40,0,2,2,1.0,0,9,4,184,46.0,14,2,42,21.0,0,28,3,27,9.0,0,16,2,7,36,32,4,4,39,2,0,2,1,0,9,1,2,0,2,29,7,19,7,12,0.58,0,0,0.0,6,3,61,7,28,396,119,3.5,0,277,6.8,9.9,3,42,27,61,8,1,2,1,2,0
CAR,16,23,38,0.605,242,6.4,11.3,1,1,76.9,2,19,13,0,0,13,29,99,3.4,1,7,22,5,1,1,1.0,42,0,2,2,1.0,0,14,5,223,44.6,17,2,41,20.5,0,23,1,9,9.0,0,9,7,20,58,38,20,3,13,1,0,1,0,0,2,0,0,0,12,22,7,13,6,14,0.43,1,1,1.0,6,2,53,23,17,341,99,3.4,1,242,6.4,11.3,1,41,9,53,17,-1,1,0,1,1
CHI,24,16,30,0.533,161,5.4,11.4,1,2,52.2,4,21,8,2,1,8,20,122,6.1,0,6,24,4,1,1,1.0,54,0,1,1,1.0,0,16,5,218,43.6,20,3,54,18.0,0,21,2,-3,-1.5,0,0,27,36,72,53,19,4,32,1,0,0,0,0,4,4,7,0,24,15,6,8,2,11,0.18,0,0,0.0,9,1,74,25,10,283,122,6.1,0,161,5.4,11.4,1,54,-3,74,25,-3,1,0,2,2
CIN,22,16,29,0.552,186,6.4,12.8,1,1,71.9,3,18,7,0,0,22,23,78,3.4,1,4,12,8,2,2,1.0,38,0,2,2,1.0,0,8,7,336,48.0,1,4,145,36.3,0,84,3,35,11.7,0,18,11,21,74,51,23,1,11,2,0,1,0,0,5,0,0,0,26,12,4,7,2,11,0.18,0,0,0.0,9,1,60,19,20,264,78,3.4,1,186,6.4,12.8,1,145,35,60,8,1,2,0,1,0
CLE,27,17,31,0.548,111,3.6,8.8,1,2,46.6,4,39,9,2,1,28,13,33,2.5,0,1,27,1,0,0,0.0,0,0,1,1,1.0,0,21,7,300,42.9,27,0,0,0.0,0,0,2,-2,-1.0,0,1,22,28,73,47,26,2,19,2,0,0,0,0,5,3,4,0,27,11,1,9,2,10,0.2,0,0,0.0,3,1,35,27,7,144,33,2.5,0,111,3.6,8.8,1,0,-2,35,17,-1,2,0,2,1
DAL,7,22,32,0.688,295,9.2,14.5,2,0,118.6,2,24,11,1,1,6,25,127,5.1,2,7,4,11,3,3,1.0,53,0,2,2,1.0,0,7,3,145,48.3,3,1,30,30.0,0,30,2,44,22.0,0,39,23,30,64,51,13,1,8,0,0,1,0,0,1,4,15,0,16,20,7,11,7,13,0.54,0,0,0.0,10,2,98,3,35,422,127,5.1,2,295,9.2,14.5,2,30,44,98,17,-1,0,0,0,1
DEN,17,25,40,0.625,234,5.9,10.3,2,2,74.4,6,24,20,0,0,12,37,103,2.8,0,3,4,11,3,4,0.75,50,0,2,2,1.0,0,25,3,124,41.3,27,0,0,0.0,0,0,2,17,8.5,0,17,13,23,47,31,16,1,10,2,0,2,2,0,5,1,1,0,7,24,3,20,11,19,0.58,0,0,0.0,1,1,10,9,25,337,103,2.8,0,234,5.9,10.3,2,0,17,10,5,2,2,2,2,0
GB,3,32,55,0.582,333,6.1,11.8,2,2,72.8,5,46,17,0,0,24,13,69,5.3,1,4,15,7,2,2,1.0,38,0,1,2,0.5,0,4,4,202,50.5,7,2,51,25.5,0,28,3,14,4.7,0,12,28,47,53,35,18,1,13,0,0,0,0,0,2,5,14,0,15,21,4,17,4,15,0.27,2,4,0.5,12,0,107,9,25,402,69,5.3,1,333,6.1,11.8,2,51,14,107,25,-3,0,0,2,1
