,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,4,23,37,0.622,283,7.6,13.1,3,0,112.8,3,18,17,2,1,25,29,84,2.9,1,5,6,10,2,2,1.0,36,0,4,4,1.0,0,20,4,173,43.3,9,5,124,24.8,0,30,0,0,0.0,0,0,28,27,43,38,5,1,2,0,0,2,2,0,6,2,3,0,4,23,5,17,7,14,0.5,0,0,0.0,11,1,85,1,34,367,84,2.9,1,283,7.6,13.1,3,124,0,85,8,1,0,2,0,1
ATL,26,10,22,0.455,133,6.0,14.0,2,0,95.5,1,7,8,0,0,1,47,252,5.4,0,14,12,8,2,4,0.5,32,1,2,2,1.0,0,25,4,167,41.8,3,3,87,29.0,0,38,3,29,9.7,0,13,4,6,44,39,5,4,36,1,0,3,1,0,8,1,4,0,1,24,14,8,4,13,0.31,0,1,0.0,2,2,20,13,20,385,252,5.4,0,133,6.0,14.0,2,87,29,20,3,2,1,1,0,0
BAL,20,17,27,0.63,168,6.2,10.6,1,0,92.8,1,13,9,1,0,14,34,103,3.0,1,5,8,9,2,2,1.0,42,0,3,3,1.0,0,9,6,282,47.0,29,1,18,18.0,0,18,5,57,11.4,0,24,1,0,38,34,4,3,21,3,1,0,0,0,13,3,6,0,19,16,5,9,5,14,0.36,0,0,0.0,4,2,25,3,27,271,103,3.0,1,168,6.2,10.6,1,18,57,25,2,3,3,0,0,0
BUF,24,15,23,0.652,141,6.1,10.9,0,0,82.0,3,23,7,0,0,17,24,99,4.1,1,5,18,5,1,1,1.0,53,0,2,2,1.0,0,27,5,201,40.2,5,4,110,27.5,0,44,1,0,0.0,0,0,17,19,81,50,31,3,27,1,0,2,1,1,5,5,9,0,29,12,5,7,3,11,0.27,0,1,0.0,7,0,53,18,17,240,99,4.1,1,141,6.1,10.9,0,110,0,53,3,2,1,1,0,0
CAR,23,21,39,0.538,150,3.8,8.9,0,1,52.3,4,36,10,2,1,28,16,65,4.1,0,4,14,6,2,2,1.0,54,0,0,0,0.0,0,3,6,309,51.5,18,3,64,21.3,0,24,3,13,4.3,0,7,20,20,69,52,17,1,7,0,0,1,0,0,2,5,13,0,21,15,4,10,2,12,0.17,0,2,0.0,8,1,45,28,6,215,65,4.1,0,150,3.8,8.9,0,64,13,45,26,-2,0,0,1,1
CHI,6,19,27,0.704,252,9.3,13.6,1,1,96.5,1,6,12,0,0,12,36,109,3.0,0,4,2,14,4,4,1.0,40,0,2,2,1.0,0,8,4,189,47.3,29,1,18,18.0,0,18,5,104,20.8,1,84,1,0,53,41,12,3,22,2,0,1,1,0,5,2,7,0,13,18,4,12,4,14,0.29,1,1,1.0,4,2,25,6,26,361,109,3.0,0,252,9.3,13.6,1,18,104,25,3,2,2,1,1,0
CIN,27,13,19,0.684,120,6.3,9.8,0,0,85.4,1,7,6,1,1,10,34,116,3.4,2,6,5,11,3,3,1.0,42,0,2,2,1.0,0,23,5,213,42.6,13,2,48,24.0,0,34,1,2,2.0,0,2,7,10,59,54,5,7,54,1,0,2,2,0,5,3,3,0,29,12,6,6,4,13,0.31,0,0,0.0,5,0,40,10,23,236,116,3.4,2,120,6.3,9.8,0,48,2,40,3,2,1,2,0,1
CLE,30,16,27,0.593,101,3.7,8.3,1,2,48.5,5,31,6,0,0,24,22,85,3.9,1,6,28,2,0,0,0.0,0,0,2,2,1.0,0,17,6,265,44.2,16,5,114,22.8,0,40,2,41,20.5,0,31,17,19,65,51,14,0,0,1,0,1,1,0,7,5,13,0,21,15,6,6,5,12,0.42,0,0,0.0,4,3,35,23,14,186,85,3.9,1,101,3.7,8.3,1,114,41,35,19,-1,1,1,2,1
DAL,10,16,33,0.485,235,7.1,15.4,1,3,44.4,2,11,9,0,0,20,22,88,4.0,1,4,18,5,1,2,0.5,32,0,2,2,1.0,0,1,5,266,53.2,31,4,65,16.3,0,26,4,22,5.5,0,8,24,24,52,48,4,1,8,1,0,0,0,0,9,4,12,0,26,14,4,9,6,15,0.4,1,1,1.0,9,1,93,18,17,323,88,4.0,1,235,7.1,15.4,1,65,22,93,26,-2,1,0,3,0
DEN,31,13,26,0.5,98,3.8,10.6,0,3,19.9,4,40,7,1,1,5,25,161,6.4,1,9,23,4,1,1,1.0,49,0,1,1,1.0,0,24,4,170,42.5,23,4,78,19.5,0,21,1,3,3.0,0,3,16,18,58,49,9,3,22,0,0,0,0,0,2,7,13,0,16,17,9,7,5,12,0.42,1,1,1.0,4,1,30,24,10,259,161,6.4,1,98,3.8,10.6,0,78,3,30,32,-5,0,0,3,2
