,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ATL,21,17,32,0.531,154,4.8,9.6,1,2,50.8,2,9,9,1,1,5,26,165,6.3,1,9,24,2,0,0,0.0,0,0,2,2,1.0,0,23,6,238,39.7,14,5,102,20.4,0,31,2,11,5.5,0,12,22,30,55,41,14,3,13,1,0,1,0,0,6,2,3,0,13,19,9,9,3,11,0.27,1,1,1.0,9,1,76,19,14,319,165,6.3,1,154,4.8,9.6,1,102,11,76,20,-2,1,0,2,1
BAL,8,21,31,0.677,245,7.9,11.7,0,0,91.5,0,0,13,0,0,10,38,129,3.4,1,8,2,14,4,4,1.0,43,0,2,2,1.0,0,8,4,182,45.5,19,4,74,18.5,0,33,3,19,6.3,0,9,14,20,42,31,11,2,12,2,1,0,1,0,6,0,0,0,8,21,8,13,6,15,0.4,0,1,0.0,8,0,81,9,26,374,129,3.4,1,245,7.9,11.7,0,74,19,81,4,3,2,1,0,0
BUF,28,8,15,0.533,64,4.3,12.8,1,0,86.5,5,38,3,0,0,13,28,120,4.3,1,7,18,6,1,1,1.0,28,0,3,3,1.0,0,5,8,379,47.4,2,3,100,33.3,0,61,3,23,7.7,0,17,5,10,80,53,27,2,7,2,1,0,2,0,14,1,2,0,26,11,7,3,2,11,0.18,0,0,0.0,8,1,50,11,24,184,120,4.3,1,64,4.3,12.8,1,100,23,50,2,4,2,2,0,0
CHI,13,18,42,0.429,189,4.5,11.7,1,3,34.7,3,21,10,1,1,19,28,103,3.7,0,4,12,7,2,2,1.0,38,0,1,1,1.0,0,1,3,147,49.0,6,6,140,23.3,0,42,2,11,5.5,0,11,23,31,57,47,10,0,0,2,0,0,0,0,4,6,8,0,10,20,4,10,5,16,0.31,0,2,0.0,7,6,45,22,13,292,103,3.7,0,189,4.5,11.7,1,140,11,45,26,-4,2,0,3,3
CIN,15,12,26,0.462,182,7.0,16.2,1,2,50.5,2,12,7,0,0,21,22,93,4.2,1,6,8,8,2,2,1.0,51,0,2,2,1.0,0,4,4,193,48.3,21,7,124,17.7,0,27,3,27,9.0,0,17,20,26,74,54,20,0,0,0,0,0,0,0,5,3,6,0,21,16,6,7,1,10,0.1,1,2,0.5,4,3,40,13,20,275,93,4.2,1,182,7.0,16.2,1,124,27,40,22,-3,0,0,2,1
CLE,10,26,44,0.591,209,4.8,9.3,1,1,69.2,5,32,12,1,1,22,27,84,3.1,0,4,1,19,6,6,1.0,42,0,1,1,1.0,0,17,4,168,42.0,4,5,133,26.6,0,47,3,104,34.7,0,81,27,32,44,39,5,3,20,0,0,1,1,0,4,0,0,0,6,23,4,12,7,17,0.41,0,0,0.0,6,7,50,10,25,293,84,3.1,0,209,4.8,9.3,1,133,104,50,17,-1,0,1,1,1
DAL,7,24,36,0.667,267,7.4,11.8,2,0,107.1,2,17,13,0,0,17,29,111,3.8,0,6,12,7,2,3,0.667,33,1,1,1,1.0,0,13,5,215,43.0,24,4,62,15.5,0,21,2,21,10.5,0,13,17,22,60,42,18,1,9,0,0,0,1,0,4,2,4,0,8,21,6,13,10,16,0.63,0,0,0.0,11,2,153,16,19,378,111,3.8,0,267,7.4,11.8,2,62,21,153,10,1,0,1,0,0
DEN,9,16,27,0.593,221,8.2,14.2,3,0,122.6,1,6,8,0,0,15,23,115,5.0,1,3,12,7,1,1,1.0,32,0,4,4,1.0,0,16,7,296,42.3,20,4,71,17.8,0,27,1,10,10.0,0,10,14,20,72,55,17,4,30,3,0,6,3,0,8,0,0,0,24,13,3,8,3,12,0.25,0,0,0.0,8,2,60,3,31,336,115,5.0,1,221,8.2,14.2,3,71,10,60,1,6,3,3,0,0
DET,4,20,32,0.625,308,9.6,16.1,1,1,91.7,3,13,15,1,0,11,27,127,4.7,2,4,4,12,3,3,1.0,36,0,3,3,1.0,0,18,2,83,41.5,12,3,64,21.3,0,28,2,30,15.0,0,30,8,14,52,28,24,2,9,2,0,0,1,0,5,1,4,0,10,20,4,15,6,12,0.5,0,1,0.0,10,1,71,7,30,435,127,4.7,2,308,9.6,16.1,1,64,30,71,8,2,2,1,1,0
GB,6,28,47,0.596,280,6.0,10.3,1,2,65.9,2,7,19,0,0,8,30,147,4.9,0,7,21,4,1,1,1.0,49,0,1,1,1.0,0,25,6,233,38.8,25,5,76,15.2,0,22,5,9,1.8,0,9,18,24,51,34,17,5,38,0,0,1,0,0,3,2,4,0,3,26,7,19,7,16,0.44,0,1,0.0,5,0,36,23,10,427,147,4.9,0,280,6.0,10.3,1,76,9,36,26,-4,0,0,2,2
HOU,16,21,30,0.7,170,5.7,8.4,0,0,84.0,1,6,10,0,0,23,26,81,3.1,1,5,21,4,1,2,0.5,41,0,1,1,1.0,0,27,3,93,31.0,9,3,67,22.3,0,27,1,10,10.0,0,10,8,14,59,42,17,2,16,1,0,0,0,0,3,5,14,0,17,17,5,10,6,13,0.46,1,1,1.0,8,2,65,23,10,251,81,3.1,1,170,5.7,8.4,0,67,10,65,13,0,1,0,0,1
IND,5,20,36,0.556,301,8.4,16.3,2,1,90.2,3,25,17,0,0,26,25,53,2.1,1,2,6,9,2,4,0.5,31,0,3,3,1.0,0,28,1,29,29.0,1,5,175,35.0,0,70,1,3,3.0,0,3,14,20,81,51,30,0,0,4,0,1,1,0,7,4,6,0,4,24,2,17,5,10,0.5,0,0,0.0,7,5,68,8,27,354,53,2.1,1,301,8.4,16.3,2,175,3,68,4,3,4,1,1,1
JAX,17,12,22,0.545,169,7.7,14.8,3,0,119.1,2,8,8,0,0,4,30,173,5.8,0,8,3,13,3,3,1.0,47,0,4,4,1.0,0,19,5,205,41.0,18,2,38,19.0,0,20,4,43,10.8,0,16,3,7,51,43,8,1,9,3,1,1,0,0,8,5,11,0,17,17,8,8,5,13,0.38,0,0,0.0,4,1,20,1,37,342,173,5.8,0,169,7.7,14.8,3,38,43,20,4,3,3,0,0,0
KC,24,10,15,0.667,131,8.7,14.8,3,0,133.6,2,17,9,0,0,3,32,186,5.8,1,6,12,7,1,1,1.0,42,0,4,4,1.0,0,11,6,262,43.7,11,2,43,21.5,0,22,1,-1,-1.0,0,-1,12,17,60,59,1,2,17,0,0,3,3,0,3,0,0,0,21,16,6,9,5,12,0.42,0,0,0.0,5,1,23,3,31,317,186,5.8,1,131,8.7,14.8,3,43,-1,23,4,3,0,3,0,0
MIA,23,16,32,0.5,137,4.3,8.6,3,2,66.8,0,0,6,0,0,6,35,161,4.6,0,10,12,7,1,2,0.5,20,1,4,4,1.0,0,12,6,261,43.5,23,4,70,17.5,0,22,2,13,6.5,0,10,7,13,60,48,12,3,21,3,1,3,3,0,10,2,2,0,17,17,10,6,7,17,0.41,0,0,0.0,11,1,69,3,31,298,161,4.6,0,137,4.3,8.6,3,70,13,69,2,4,3,3,2,0
MIN,26,21,31,0.677,103,3.3,6.5,0,1,58.9,3,33,6,2,2,9,33,135,4.1,0,8,23,3,1,1,1.0,21,0,0,0,0.0,0,24,5,198,39.6,10,3,66,22.0,0,27,2,18,9.0,0,14,4,9,53,27,26,3,14,1,0,0,0,0,3,5,13,0,17,17,8,6,5,14,0.36,0,1,0.0,6,3,65,27,3,238,135,4.1,0,103,3.3,6.5,0,66,18,65,20,-2,1,0,1,2
NE,11,20,35,0.571,201,5.7,10.1,0,4,34.0,0,0,9,0,0,7,33,148,4.5,2,11,8,8,2,3,0.667,49,0,2,2,1.0,0,7,1,46,46.0,5,6,156,26.0,0,31,0,0,0.0,0,0,21,27,63,40,23,3,25,1,0,2,1,0,3,2,2,0,4,24,11,9,7,13,0.54,2,2,1.0,8,4,81,13,20,349,148,4.5,2,201,5.7,10.1,0,156,0,81,22,-3,1,1,4,1
NO,3,24,32,0.75,314,9.8,13.1,3,0,136.7,0,0,13,0,0,27,35,49,1.4,1,6,12,7,1,1,1.0,46,0,4,4,1.0,0,21,6,242,40.3,26,3,41,13.7,0,18,6,54,9.0,0,26,8,14,57,38,19,4,27,0,0,3,1,0,6,1,4,0,13,19,6,13,9,17,0.53,0,1,0.0,4,0,25,3,31,363,49,1.4,1,314,9.8,13.1,3,41,54,25,10,1,0,1,0,0
NYG,19,17,29,0.586,163,5.6,10.5,1,1,71.5,2,16,11,0,0,12,28,122,4.4,1,10,24,2,0,0,0.0,0,0,2,2,1.0,0,26,3,110,36.7,15,3,61,20.3,0,23,1,0,0.0,0,0,5,10,61,46,15,1,6,0,0,1,1,0,5,2,3,0,6,23,10,11,6,11,0.55,0,1,0.0,6,2,53,19,14,285,122,4.4,1,163,5.6,10.5,1,61,0,53,13,0,0,1,1,0
OAK,25,16,35,0.457,121,3.5,10.4,0,0,54.6,9,45,8,0,0,25,13,64,4.9,0,3,28,0,0,0,0.0,0,0,0,0,0.0,0,9,10,450,45.0,22,3,53,17.7,0,22,3,19,6.3,0,11,11,16,73,59,14,3,12,0,0,0,0,0,4,7,12,0,24,13,3,8,3,15,0.2,1,2,0.5,8,2,60,28,0,185,64,4.9,0,121,3.5,10.4,0,53,19,60,13,0,0,0,0,0
PIT,1,38,54,0.704,403,7.5,11.4,1,3,74.8,4,30,21,1,0,20,19,96,5.1,1,4,8,8,2,3,0.667,46,0,2,2,1.0,0,22,2,80,40.0,7,5,115,23.0,0,24,3,9,3.0,0,5,23,31,49,32,17,1,6,0,0,0,0,0,5,1,2,0,2,27,4,21,4,13,0.31,0,2,0.0,5,2,50,13,20,499,96,5.1,1,403,7.5,11.4,1,115,9,50,28,-6,0,0,3,3
SD,12,19,28,0.679,191,6.8,11.1,0,0,87.1,3,20,8,0,0,2,23,190,8.3,3,10,18,6,1,1,1.0,29,0,3,3,1.0,0,2,6,291,48.5,17,5,99,19.8,0,25,2,19,9.5,0,16,19,25,82,56,26,5,32,1,0,3,1,1,9,0,0,0,13,19,10,8,3,10,0.3,0,0,0.0,12,1,113,2,32,381,190,8.3,3,191,6.8,11.1,0,99,19,113,10,1,1,1,0,1
SEA,18,18,30,0.6,164,5.5,9.8,1,0,86.0,3,12,9,0,0,1,39,207,5.3,0,9,5,10,3,3,1.0,25,0,1,1,1.0,0,15,8,339,42.4,28,0,0,0.0,0,0,5,39,7.8,0,17,1,0,47,37,10,9,45,0,0,0,0,0,10,2,3,0,10,20,9,9,4,16,0.25,0,0,0.0,10,2,80,18,16,371,207,5.3,0,164,5.5,9.8,1,0,39,80,13,0,0,0,0,0
SF,27,13,21,0.619,91,4.3,8.1,0,1,51.9,3,14,4,0,0,28,26,42,1.6,0,3,6,9,3,3,1.0,51,0,0,0,0.0,0,2,6,291,48.5,3,2,55,27.5,0,36,1,2,2.0,0,2,2,3,71,41,30,3,33,1,0,2,2,0,5,4,4,0,28,8,3,4,3,13,0.23,0,0,0.0,5,1,56,25,9,133,42,1.6,0,91,4.3,8.1,0,55,2,56,8,2,1,2,1,0
STL,2,31,42,0.738,337,8.0,11.4,1,0,105.0,2,17,18,1,1,15,28,115,4.1,1,8,20,5,1,1,1.0,41,0,2,2,1.0,0,10,4,176,44.0,15,6,122,20.3,0,28,2,-2,-1.0,0,0,23,31,42,40,2,2,17,0,0,0,0,0,1,1,3,0,1,28,8,18,4,11,0.36,2,3,0.67,8,2,67,17,17,452,115,4.1,1,337,8.0,11.4,1,122,-2,67,22,-3,0,0,0,3
TB,20,18,31,0.581,158,5.1,10.3,2,0,93.2,4,27,8,2,1,24,18,68,3.8,0,3,24,2,0,0,0.0,0,0,2,2,1.0,0,20,8,327,40.9,8,4,89,22.3,0,35,3,12,4.0,0,12,23,31,73,51,22,0,0,0,0,0,0,0,5,6,17,0,26,11,3,8,4,14,0.29,0,1,0.0,4,0,25,19,14,226,68,3.8,0,158,5.1,10.3,2,89,12,25,17,-1,0,0,0,1
