,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,4,22,35,0.629,222,6.3,11.5,2,1,88.0,4,31,12,0,0,22,26,76,2.9,0,5,9,8,2,3,0.667,45,0,2,2,1.0,0,24,8,301,37.6,6,6,166,27.7,0,35,2,21,10.5,0,11,19,23,49,46,3,3,26,0,0,2,2,0,8,3,6,0,10,18,5,12,3,14,0.21,1,1,1.0,7,1,50,12,20,298,76,2.9,0,222,6.3,11.5,2,166,21,50,8,1,0,2,1,0
BAL,21,20,34,0.588,154,4.5,8.3,0,3,33.2,2,11,10,1,0,18,25,103,4.1,0,6,23,3,1,1,1.0,24,0,0,0,0.0,0,15,6,253,42.2,22,3,56,18.7,0,25,1,14,14.0,0,14,7,13,52,34,18,1,0,1,0,2,1,0,4,3,4,0,18,16,6,10,6,15,0.4,0,0,0.0,3,0,15,26,3,257,103,4.1,0,154,4.5,8.3,0,56,14,15,16,-1,1,1,3,0
BUF,25,14,27,0.519,87,3.2,8.2,1,3,31.5,3,28,6,1,0,25,18,58,3.2,0,3,27,1,0,0,0.0,0,0,1,1,1.0,0,1,6,347,57.8,12,7,159,22.7,0,33,1,15,15.0,0,15,27,40,64,53,11,3,16,0,0,0,1,0,4,3,4,0,27,10,3,6,2,11,0.18,0,1,0.0,7,1,44,25,7,145,58,3.2,0,87,3.2,8.2,1,159,15,44,26,-4,0,1,3,2
CAR,17,20,29,0.69,169,5.8,8.5,1,0,95.3,1,1,7,0,0,14,28,119,4.3,0,6,9,8,2,3,0.667,24,0,2,2,1.0,0,9,9,410,45.6,24,3,48,16.0,0,26,5,18,3.6,0,12,6,12,59,49,10,2,16,2,1,1,1,0,7,1,5,0,21,15,6,7,0,11,0.0,0,0,0.0,4,2,34,12,20,288,119,4.3,0,169,5.8,8.5,1,48,18,34,4,3,2,1,0,0
CHI,14,19,31,0.613,195,6.3,11.1,2,0,100.9,3,16,10,0,0,5,38,156,4.1,2,11,1,16,4,4,1.0,43,0,4,4,1.0,0,21,3,119,39.7,27,2,28,14.0,0,17,4,42,10.5,0,21,4,7,40,34,6,3,28,3,0,2,2,0,6,3,4,0,1,23,11,10,7,14,0.5,0,0,0.0,4,2,21,2,40,351,156,4.1,2,195,6.3,11.1,2,28,42,21,1,4,3,2,0,1
CLE,20,26,43,0.605,157,3.7,6.7,0,2,48.3,2,16,10,1,1,19,23,91,4.0,0,5,3,12,4,4,1.0,47,0,0,0,0.0,0,7,7,330,47.1,7,5,133,26.6,0,64,5,56,11.2,0,34,13,20,56,43,13,1,1,0,0,0,0,0,4,2,7,0,16,17,5,10,2,14,0.14,0,0,0.0,7,2,70,23,12,248,91,4.0,0,157,3.7,6.7,0,133,56,70,24,-3,0,0,2,1
DAL,15,18,38,0.474,174,4.6,12.4,0,3,27.7,7,49,11,2,1,9,39,146,3.7,2,11,19,6,1,1,1.0,39,0,3,3,1.0,0,2,6,315,52.5,8,7,184,26.3,0,41,6,18,3.0,0,10,26,38,41,29,12,3,23,0,0,2,2,1,12,1,1,0,1,23,11,11,7,18,0.39,1,2,0.5,7,1,49,6,24,320,146,3.7,2,174,4.6,12.4,0,184,18,49,24,-3,0,2,3,2
DEN,24,13,24,0.542,106,4.4,8.2,1,1,62.2,1,0,8,0,0,17,28,116,4.1,0,5,16,7,2,2,1.0,44,0,1,1,1.0,0,14,4,169,42.3,15,2,42,21.0,0,23,4,65,16.3,0,33,2,3,58,43,15,2,11,3,0,1,0,0,9,2,3,0,24,13,5,8,6,12,0.5,0,0,0.0,3,0,25,20,13,222,116,4.1,0,106,4.4,8.2,1,42,65,25,8,1,3,0,1,1
DET,11,23,42,0.548,201,4.8,9.8,1,3,45.8,5,24,11,1,1,28,11,16,1.5,1,2,21,5,1,1,1.0,53,0,2,2,1.0,0,4,6,296,49.3,18,5,102,20.4,0,24,2,41,20.5,0,29,24,26,69,51,18,0,0,1,0,2,2,0,3,1,1,0,24,13,2,11,3,12,0.25,1,2,0.5,7,0,50,18,17,217,16,1.5,1,201,4.8,9.8,1,102,41,50,16,-1,1,2,3,1
GB,9,22,39,0.564,215,5.5,10.0,1,0,80.6,2,5,10,1,1,13,26,121,4.7,1,6,9,8,2,3,0.667,32,0,2,2,1.0,0,5,4,195,48.8,26,3,44,14.7,0,22,2,21,10.5,0,12,19,23,68,43,25,2,11,0,0,0,0,0,5,2,3,0,4,20,6,10,9,16,0.56,0,0,0.0,4,4,41,12,20,336,121,4.7,1,215,5.5,10.0,1,44,21,41,22,-2,0,0,0,2
