,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,3,23,38,0.605,372,9.8,16.3,4,1,117.4,1,2,17,0,0,8,38,119,3.1,0,6,7,10,2,2,1.0,37,0,4,4,1.0,0,6,2,100,50.0,16,3,63,21.0,0,24,4,50,12.5,0,38,10,20,40,36,4,1,8,1,0,1,1,0,4,3,9,0,4,25,6,17,13,16,0.81,0,0,0.0,5,2,25,5,34,491,119,3.1,0,372,9.8,16.3,4,63,50,25,24,-2,1,1,1,3
ATL,2,37,45,0.822,395,8.8,10.7,2,1,108.8,1,2,19,1,0,14,27,101,3.7,0,7,14,8,2,2,1.0,24,0,2,2,1.0,0,28,0,0,0.0,6,2,58,29.0,0,31,2,23,11.5,0,24,15,23,54,38,16,2,4,0,0,0,0,0,2,5,12,0,2,28,7,19,6,12,0.5,2,3,0.67,11,2,124,15,20,496,101,3.7,0,395,8.8,10.7,2,58,23,124,28,-4,0,0,1,3
BAL,8,25,37,0.676,293,7.9,12.8,1,0,100.4,3,26,14,0,0,24,25,72,2.9,1,6,1,17,5,5,1.0,48,0,2,2,1.0,0,1,2,122,61.0,4,1,33,33.0,0,33,2,17,8.5,0,17,17,26,64,38,26,1,11,0,0,0,0,0,2,2,2,0,8,23,6,14,5,12,0.42,1,1,1.0,5,3,46,7,29,365,72,2.9,1,293,7.9,12.8,1,33,17,46,14,0,0,0,0,0
CAR,13,16,35,0.457,239,6.8,15.5,2,1,75.8,2,9,10,0,0,5,36,140,3.9,1,7,4,11,3,3,1.0,52,0,2,3,0.667,0,22,7,293,41.9,18,2,37,18.5,0,21,2,18,9.0,0,18,17,26,73,43,30,2,8,3,0,2,1,0,14,4,12,0,18,17,7,10,4,16,0.25,2,2,1.0,6,0,55,7,29,379,140,3.9,1,239,6.8,15.5,2,37,18,55,6,1,3,1,1,2
CHI,19,22,33,0.667,208,6.3,9.6,1,0,94.0,1,3,11,0,0,15,25,97,3.9,1,6,14,8,2,3,0.667,55,0,2,2,1.0,0,19,5,221,44.2,8,3,78,26.0,0,27,2,3,1.5,0,3,15,23,43,35,8,1,7,1,0,0,0,0,4,1,2,0,16,18,6,11,3,12,0.25,1,1,1.0,4,1,38,15,20,305,97,3.9,1,208,6.3,9.6,1,78,3,38,6,1,1,0,0,0
CIN,15,23,38,0.605,218,5.7,10.0,1,2,63.3,3,13,11,0,0,22,23,78,3.4,0,3,7,10,3,4,0.75,45,1,1,1,1.0,0,26,4,136,34.0,8,2,52,26.0,0,27,3,38,12.7,0,18,4,10,52,47,5,3,22,3,0,0,0,0,8,2,2,0,20,16,3,11,4,15,0.27,0,0,0.0,10,2,94,20,16,296,78,3.4,0,218,5.7,10.0,1,52,38,94,6,1,3,0,2,0
CLE,16,21,40,0.525,215,5.4,10.6,3,1,82.8,1,8,12,1,0,26,20,39,2.0,0,1,27,2,0,0,0.0,0,0,2,3,0.667,0,8,6,299,49.8,14,2,46,23.0,0,25,2,19,9.5,0,12,23,34,65,45,20,1,2,1,0,4,3,0,3,3,5,0,20,16,1,12,9,16,0.56,0,1,0.0,7,3,35,15,20,254,39,2.0,0,215,5.4,10.6,3,46,19,35,3,2,1,3,1,1
DAL,27,13,26,0.5,91,3.5,7.5,0,0,58.3,1,6,4,0,0,7,30,129,4.3,0,8,3,12,4,4,1.0,52,0,0,0,0.0,0,12,4,188,47.0,26,0,0,0.0,0,0,2,8,4.0,0,8,8,13,58,36,22,0,0,1,0,0,0,0,2,5,10,0,25,14,8,4,4,14,0.29,1,2,0.5,5,2,40,22,12,220,129,4.3,0,91,3.5,7.5,0,0,8,40,6,1,1,0,0,0
DEN,5,21,29,0.724,340,11.7,16.2,0,1,96.9,0,0,15,0,0,3,34,160,4.7,3,9,12,9,2,2,1.0,50,0,3,3,1.0,0,24,3,120,40.0,23,1,13,13.0,0,13,3,12,4.0,0,6,4,10,46,30,16,3,27,0,0,3,0,0,1,1,1,1,5,24,9,15,6,12,0.5,0,0,0.0,11,0,93,7,29,500,160,4.7,3,340,11.7,16.2,0,13,12,93,16,-1,0,0,1,0
DET,20,23,38,0.605,195,5.1,9.9,1,2,60.7,6,32,13,0,0,20,14,81,5.8,0,2,24,4,1,1,1.0,35,0,1,1,1.0,0,12,6,282,47.0,11,6,151,25.2,0,32,1,2,2.0,0,2,26,45,52,44,8,3,15,0,0,0,0,0,6,4,4,0,20,16,2,13,2,12,0.17,1,2,0.5,8,1,81,23,10,276,81,5.8,0,195,5.1,9.9,1,151,2,81,24,-2,0,0,2,0
