,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,3,27,41,0.659,349,8.5,13.4,2,0,108.7,2,13,18,0,0,3,36,175,4.9,1,8,8,9,2,2,1.0,33,0,3,3,1.0,0,15,6,261,43.5,32,1,0,0.0,0,0,3,30,10.0,0,15,1,3,31,27,4,0,0,1,0,1,0,0,5,3,8,0,2,29,8,18,7,16,0.44,0,1,0.0,3,3,25,12,27,524,175,4.9,1,349,8.5,13.4,2,0,30,25,5,1,1,0,0,0
ATL,14,30,45,0.667,255,5.7,9.0,1,1,79.4,3,14,14,1,0,30,18,64,3.6,0,6,1,13,4,4,1.0,52,0,1,1,1.0,0,5,4,193,48.3,13,2,47,23.5,0,29,1,3,3.0,0,3,16,23,56,44,12,1,5,1,0,1,1,0,3,2,6,0,11,21,6,14,8,16,0.5,0,0,0.0,7,1,58,22,19,319,64,3.6,0,255,5.7,9.0,1,47,3,58,5,1,1,1,1,0
BAL,7,32,46,0.696,281,6.1,9.6,1,2,74.6,3,27,18,0,0,19,26,94,3.6,0,4,12,7,2,3,0.667,38,0,1,1,1.0,0,2,5,267,53.4,16,1,23,23.0,0,23,5,47,9.4,0,17,7,15,38,33,5,1,4,0,0,1,1,0,1,2,2,0,10,22,4,18,5,14,0.36,0,1,0.0,5,0,36,27,13,375,94,3.6,0,281,6.1,9.6,1,23,47,36,20,-1,0,1,2,0
BUF,21,11,21,0.524,203,9.7,19.2,3,0,125.6,1,8,7,0,0,2,36,187,5.2,1,8,13,6,1,2,0.5,36,0,3,4,0.75,0,12,6,272,45.3,20,4,84,21.0,0,25,2,16,8.0,0,16,15,21,61,46,15,2,18,1,0,0,0,0,7,0,0,0,22,15,8,7,8,16,0.5,0,0,0.0,5,0,42,10,30,390,187,5.2,1,203,9.7,19.2,3,84,16,42,5,1,1,0,0,0
CAR,5,28,41,0.683,322,7.9,11.8,5,1,121.1,1,9,18,0,0,3,34,175,5.1,1,9,15,5,0,0,0.0,0,0,5,6,0.833,1,28,3,114,38.0,13,2,47,23.5,0,24,0,0,0.0,0,0,27,38,38,34,4,2,18,1,0,1,0,0,4,2,4,0,1,33,9,18,3,8,0.38,2,2,1.0,8,6,87,3,41,497,175,5.1,1,322,7.9,11.8,5,47,0,87,29,-2,1,0,1,2
CHI,22,18,31,0.581,194,6.3,11.2,0,1,63.1,1,8,8,0,0,6,42,170,4.0,2,12,9,8,2,4,0.5,51,0,2,2,1.0,0,17,6,257,42.8,2,2,92,46.0,0,74,6,72,12.0,0,34,19,26,41,39,2,4,26,0,0,0,0,0,4,0,0,0,14,20,12,8,8,17,0.47,0,0,0.0,8,0,72,19,20,364,170,4.0,2,194,6.3,11.2,0,92,72,72,20,-1,0,0,1,0
CIN,16,16,22,0.727,233,10.6,14.9,2,0,137.1,1,6,9,0,0,9,33,144,4.4,2,9,1,13,3,3,1.0,44,0,4,4,1.0,0,32,1,27,27.0,25,1,20,20.0,0,0,2,18,9.0,0,0,1,3,50,44,6,3,25,1,0,1,1,0,3,5,20,0,14,20,9,9,5,12,0.42,2,3,0.67,5,2,55,7,37,377,144,4.4,2,233,10.6,14.9,2,20,18,55,1,2,1,1,0,0
CLE,19,25,38,0.658,205,5.4,9.2,0,1,68.4,3,25,10,0,0,27,19,68,3.6,0,5,22,3,1,2,0.5,47,1,0,0,0.0,0,25,3,119,39.7,17,5,112,22.4,0,0,0,0,0.0,0,0,26,37,53,39,14,1,6,0,0,0,0,0,1,3,6,0,19,18,5,10,6,13,0.46,0,2,0.0,7,3,84,30,3,273,68,3.6,0,205,5.4,9.2,0,112,0,84,29,-2,0,0,1,1
DAL,18,16,29,0.552,221,7.6,13.9,0,0,79.8,1,2,9,0,0,18,24,97,4.0,1,5,1,13,4,4,1.0,54,0,1,1,1.0,0,21,4,166,41.5,3,2,70,35.0,0,46,3,31,10.3,0,16,8,16,67,38,29,3,26,0,0,2,1,0,1,6,10,0,21,16,5,9,1,9,0.11,0,0,0.0,8,2,70,22,19,318,97,4.0,1,221,7.6,13.9,0,70,31,70,29,-2,0,1,0,3
DEN,27,16,26,0.615,159,6.1,10.4,1,1,75.6,1,7,8,0,0,11,39,134,3.4,0,9,15,5,1,2,0.5,23,0,2,2,1.0,0,31,5,183,36.6,5,1,33,33.0,0,33,1,21,21.0,0,21,1,3,52,44,8,4,23,1,1,4,2,0,6,1,6,0,17,19,9,8,6,13,0.46,0,0,0.0,3,2,18,24,17,293,134,3.4,0,159,6.1,10.4,1,33,21,18,1,2,1,2,1,0
DET,19,23,35,0.657,205,5.9,9.6,2,0,100.3,3,15,11,1,1,16,25,101,4.0,0,6,5,11,3,3,1.0,51,0,2,2,1.0,0,11,6,274,45.7,10,2,51,25.5,0,26,1,0,0.0,0,0,20,27,54,45,9,3,27,1,0,3,0,0,5,6,12,0,20,17,6,11,6,16,0.38,1,1,1.0,9,0,108,15,23,306,101,4.0,0,205,5.9,9.6,2,51,0,108,14,0,1,0,0,1
