,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,1,20,31,0.645,301,9.7,15.9,4,2,109.0,2,16,15,1,0,20,25,82,3.3,0,2,4,10,2,2,1.0,32,0,4,4,1.0,0,13,4,185,46.3,7,3,82,27.3,0,32,3,23,7.7,0,9,24,31,51,43,8,4,37,0,0,1,1,0,4,1,1,0,9,21,2,15,5,11,0.45,0,0,0.0,7,4,40,3,34,383,82,3.3,0,301,9.7,15.9,4,82,23,40,18,-1,0,1,2,0
ATL,4,25,46,0.543,275,6.0,11.2,3,3,66.8,1,5,15,0,0,12,24,100,4.2,0,3,23,3,0,1,0.0,0,0,3,3,1.0,0,5,5,253,50.6,10,1,26,26.0,0,26,1,1,1.0,0,1,19,24,57,45,12,2,11,2,0,1,1,0,4,2,3,0,9,21,3,15,8,16,0.5,0,1,0.0,6,3,69,11,21,375,100,4.2,0,275,6.0,11.2,3,26,1,69,18,-1,2,1,3,1
BAL,2,27,44,0.614,292,6.6,11.1,1,2,69.5,1,7,11,0,0,14,28,96,3.4,0,5,4,10,3,5,0.6,47,0,1,1,1.0,0,8,7,336,48.0,5,2,58,29.0,0,30,3,5,1.7,0,7,2,13,50,26,24,1,5,0,0,2,4,0,1,3,4,0,19,16,5,11,4,16,0.25,0,1,0.0,10,0,137,18,16,388,96,3.4,0,292,6.6,11.1,1,58,5,137,3,2,0,4,2,0
BUF,16,20,36,0.556,225,6.3,11.7,0,0,74.4,2,8,9,1,0,15,30,94,3.1,1,6,11,7,2,3,0.667,52,0,1,1,1.0,0,15,7,319,45.6,18,2,30,15.0,0,16,4,8,2.0,0,4,17,20,50,28,22,1,6,1,0,1,0,0,2,1,2,0,19,16,6,9,3,15,0.2,1,1,1.0,5,1,44,22,13,319,94,3.1,1,225,6.3,11.7,0,30,8,44,12,0,1,0,0,1
CAR,15,21,34,0.618,226,6.6,11.7,5,0,120.8,2,20,17,0,0,6,39,142,3.6,0,8,2,14,3,3,1.0,48,0,5,5,1.0,0,4,4,207,51.8,17,2,31,15.5,0,23,1,1,1.0,0,1,10,16,44,32,12,5,35,1,0,5,4,0,3,3,6,0,2,27,8,17,7,14,0.5,0,1,0.0,8,2,66,2,44,368,142,3.6,0,226,6.6,11.7,5,31,1,66,1,5,1,4,0,0
CHI,7,18,32,0.563,261,8.2,14.7,0,1,69.9,2,4,9,1,1,18,25,86,3.4,1,5,7,9,3,3,1.0,46,0,0,0,0.0,0,28,4,137,34.3,8,2,54,27.0,0,28,1,4,4.0,0,4,12,17,64,50,14,5,31,0,0,0,0,0,1,1,2,0,13,19,5,9,4,12,0.33,0,1,0.0,0,5,0,20,15,347,86,3.4,1,261,8.2,14.7,0,54,4,0,24,-2,0,0,1,1
CIN,3,22,39,0.564,278,7.1,14.3,2,0,95.9,4,37,14,1,1,13,28,99,3.5,2,6,11,7,1,1,1.0,43,0,4,4,1.0,0,7,5,243,48.6,4,2,60,30.0,0,58,2,5,2.5,0,5,26,34,47,43,4,2,16,2,0,2,0,0,5,1,3,0,4,24,6,14,5,13,0.38,1,1,1.0,10,4,108,5,31,377,99,3.5,2,278,7.1,14.3,2,60,5,108,6,1,2,0,0,1
DAL,17,18,28,0.643,220,7.9,12.6,2,2,82.4,2,7,11,0,0,4,38,166,4.4,0,10,16,6,1,1,1.0,30,0,3,3,1.0,0,6,3,146,48.7,23,0,0,0.0,0,0,2,18,9.0,0,18,8,14,31,25,6,3,48,1,1,0,0,0,2,1,1,0,5,22,10,11,7,14,0.5,1,2,0.5,10,1,79,8,24,386,166,4.4,0,220,7.9,12.6,2,0,18,79,18,-1,1,0,2,0
DEN,18,20,27,0.741,219,8.1,12.5,2,0,122.3,5,31,14,0,0,3,36,170,4.7,0,7,19,5,1,1,1.0,24,0,2,2,1.0,0,25,7,277,39.6,18,3,45,15.0,0,24,0,0,0.0,0,0,9,15,45,41,4,2,4,1,0,1,1,0,9,1,2,0,9,21,7,14,6,14,0.43,0,1,0.0,8,0,118,15,17,389,170,4.7,0,219,8.1,12.5,2,45,0,118,3,2,1,1,0,0
DET,6,22,35,0.629,266,7.6,12.8,0,0,86.1,4,16,15,0,0,10,31,109,3.5,1,6,4,10,3,3,1.0,51,0,1,1,1.0,0,10,5,238,47.6,9,3,80,26.7,0,29,3,22,7.3,0,14,2,13,38,33,5,1,5,0,0,1,0,0,4,4,14,1,5,22,6,15,6,14,0.43,0,0,0.0,7,1,55,14,18,375,109,3.5,1,266,7.6,12.8,0,80,22,55,12,0,0,0,0,0
