,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,6,19,32,0.594,307,9.6,16.2,3,0,122.8,0,0,13,0,0,11,25,120,4.8,1,7,15,7,1,1,1.0,43,0,4,4,1.0,0,30,4,158,39.5,1,1,43,43.0,0,43,2,15,7.5,0,11,10,19,59,48,11,2,1,1,0,0,0,0,4,2,6,0,4,25,7,13,5,10,0.5,0,0,0.0,5,5,30,5,31,427,120,4.8,1,307,9.6,16.2,3,43,15,30,14,0,1,0,0,1
ATL,8,23,34,0.676,290,8.5,13.0,2,2,89.1,1,8,16,0,0,12,35,105,3.0,0,3,1,14,4,4,1.0,47,0,2,2,1.0,0,2,4,231,57.8,17,3,59,19.7,0,26,2,18,9.0,0,9,17,24,59,37,22,0,0,2,0,0,0,0,5,1,12,0,12,21,3,16,4,14,0.29,0,0,0.0,7,2,57,14,26,395,105,3.0,0,290,8.5,13.0,2,59,18,57,14,0,2,0,2,0
BAL,32,18,32,0.563,100,3.1,6.5,0,2,35.9,2,17,4,0,0,25,23,73,3.2,0,6,15,7,2,2,1.0,52,0,1,1,1.0,0,9,6,310,51.7,22,1,10,10.0,0,10,2,32,16.0,0,22,10,19,56,46,10,4,25,1,1,0,0,0,6,3,6,0,32,11,6,4,2,13,0.15,1,1,1.0,3,1,15,27,13,173,73,3.2,0,100,3.1,6.5,0,10,32,15,20,-1,1,0,2,0
BUF,18,14,19,0.737,195,10.3,13.9,1,0,123.8,0,0,7,0,0,5,36,147,4.1,2,7,8,9,2,2,1.0,45,0,3,3,1.0,0,10,5,252,50.4,26,1,0,0.0,0,0,1,6,6.0,0,6,7,14,57,39,18,2,3,2,0,0,1,0,12,0,0,0,30,15,7,7,5,13,0.38,0,0,0.0,11,1,113,11,27,342,147,4.1,2,195,10.3,13.9,1,0,6,113,2,3,2,1,0,0
CAR,30,18,31,0.581,158,5.1,9.7,1,1,69.0,2,17,10,0,0,12,35,105,3.0,0,6,13,8,2,4,0.5,47,1,2,2,1.0,0,20,4,179,44.8,27,0,0,0.0,0,0,3,46,15.3,0,37,2,9,47,45,2,5,14,2,1,1,1,0,6,3,4,0,24,17,6,10,8,17,0.47,1,1,1.0,3,1,22,19,20,263,105,3.0,0,158,5.1,9.7,1,0,46,22,4,2,2,1,1,0
CHI,17,18,36,0.5,213,5.9,12.5,1,1,66.1,2,12,12,0,0,2,33,189,5.7,1,10,5,11,3,3,1.0,50,0,2,2,1.0,0,3,1,56,56.0,14,3,63,21.0,0,25,1,11,11.0,0,11,25,31,46,32,14,0,0,0,0,0,0,0,1,2,2,0,4,25,10,12,11,17,0.65,2,3,0.67,6,3,64,17,23,402,189,5.7,1,213,5.9,12.5,1,63,11,64,20,-1,0,0,1,0
CIN,11,25,34,0.735,269,7.9,10.8,2,0,115.9,0,0,13,0,0,8,31,127,4.1,2,7,8,9,2,2,1.0,35,0,3,4,0.75,1,24,5,219,43.8,25,2,14,7.0,0,8,2,23,11.5,0,18,5,13,54,38,16,2,20,1,0,2,1,0,3,0,0,0,11,22,7,13,4,13,0.31,1,1,1.0,6,2,50,3,33,396,127,4.1,2,269,7.9,10.8,2,14,23,50,4,2,1,1,0,0
CLE,16,18,32,0.563,217,6.8,12.8,1,1,74.6,3,14,10,2,2,14,28,104,3.7,0,5,24,4,1,1,1.0,26,0,1,1,1.0,0,1,2,121,60.5,8,1,27,27.0,0,27,1,10,10.0,0,10,25,31,65,25,40,0,0,1,0,0,0,0,4,1,3,0,30,15,5,10,8,16,0.5,1,2,0.5,12,0,109,29,10,321,104,3.7,0,217,6.8,12.8,1,27,10,109,32,-4,1,0,1,4
DAL,2,36,45,0.8,356,7.9,9.9,3,2,103.3,0,0,21,0,0,21,23,80,3.5,0,4,8,9,2,2,1.0,32,0,3,3,1.0,0,5,2,107,53.5,19,5,96,19.2,0,32,1,-3,-3.0,0,0,18,26,52,35,17,1,3,0,0,0,0,0,2,3,8,0,2,27,4,21,6,11,0.55,0,0,0.0,3,2,35,11,27,436,80,3.5,0,356,7.9,9.9,3,96,-3,35,30,-3,0,0,2,1
DEN,31,24,40,0.6,150,3.8,7.3,0,1,57.3,4,25,11,0,0,27,25,69,2.8,0,4,3,13,4,4,1.0,57,0,1,1,1.0,0,7,5,259,51.8,27,0,0,0.0,0,0,3,20,6.7,0,13,5,13,48,36,12,2,17,2,1,0,0,0,7,3,3,0,26,16,4,11,8,18,0.44,0,0,0.0,8,1,45,22,19,219,69,2.8,0,150,3.8,7.3,0,0,20,45,8,1,2,0,1,0
