,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,16,17,30,0.567,231,7.7,14.8,2,1,89.7,3,20,10,1,0,22,15,93,6.2,1,6,28,3,0,0,0.0,0,0,3,3,1.0,0,8,6,294,49.0,6,2,62,31.0,0,32,2,30,15.0,0,29,12,22,71,48,23,1,8,2,0,0,0,0,13,2,9,0,23,16,6,10,3,9,0.33,0,0,0.0,10,0,97,22,21,324,93,6.2,1,231,7.7,14.8,2,62,30,97,13,0,2,0,1,1
ATL,26,17,28,0.607,180,6.4,11.5,4,2,89.3,4,15,14,0,0,6,29,138,4.8,1,5,25,5,0,0,0.0,0,0,5,5,1.0,0,31,7,249,35.6,8,3,78,26.0,0,36,1,19,19.0,0,19,26,31,55,45,10,0,0,1,0,3,2,0,4,3,10,0,13,20,5,14,6,13,0.46,0,0,0.0,7,1,57,3,35,318,138,4.8,1,180,6.4,11.5,4,78,19,57,8,1,1,2,2,0
BAL,24,15,32,0.469,184,5.8,13.1,1,2,49.5,3,13,11,1,0,30,17,45,2.6,0,2,17,7,2,2,1.0,41,0,1,1,1.0,0,15,5,225,45.0,4,4,142,35.5,0,77,1,4,4.0,0,4,20,26,67,45,22,0,0,1,0,0,0,0,6,2,5,0,26,15,2,11,3,10,0.3,0,0,0.0,7,2,44,27,13,229,45,2.6,0,184,5.8,13.1,1,142,4,44,26,-2,1,0,2,1
BUF,15,28,46,0.609,258,5.6,9.4,3,1,88.9,1,6,17,0,0,1,24,223,9.3,2,12,15,8,1,2,0.5,25,1,5,5,1.0,0,7,2,99,49.5,29,0,0,0.0,0,0,2,16,8.0,0,11,28,35,70,44,26,0,0,1,0,1,1,0,2,2,2,0,1,34,12,17,4,11,0.36,2,2,1.0,3,5,26,2,38,481,223,9.3,2,258,5.6,9.4,3,0,16,26,8,1,1,1,1,0
CAR,3,28,46,0.609,404,8.8,15.4,1,3,69.5,4,28,18,0,0,27,21,71,3.4,1,6,7,11,3,3,1.0,33,0,2,2,1.0,0,30,2,75,37.5,21,5,107,21.4,0,24,2,11,5.5,0,7,24,30,42,33,9,1,13,0,0,1,1,0,4,1,2,0,6,26,6,18,6,13,0.46,0,1,0.0,6,2,50,18,23,475,71,3.4,1,404,8.8,15.4,1,107,11,50,30,-3,0,1,3,1
CHI,23,19,45,0.422,186,4.1,12.8,1,0,61.9,6,58,14,1,1,28,12,60,5.0,0,2,17,7,2,2,1.0,42,0,1,1,1.0,0,18,8,350,43.8,10,3,77,25.7,0,30,1,-4,-4.0,0,-4,24,30,63,44,19,1,6,0,0,1,1,0,3,2,6,0,19,18,2,14,2,12,0.17,0,1,0.0,6,2,47,27,13,246,60,5.0,0,186,4.1,12.8,1,77,-4,47,13,0,0,1,0,1
CIN,9,27,41,0.659,310,7.6,12.3,2,0,104.7,2,22,14,0,0,26,20,72,3.6,0,2,9,10,3,3,1.0,45,0,1,1,1.0,0,22,5,205,41.0,29,0,0,0.0,0,0,5,29,5.8,0,16,16,24,51,45,6,2,8,0,0,2,2,0,4,3,10,0,19,18,2,14,1,11,0.09,0,2,0.0,7,2,69,20,22,382,72,3.6,0,310,7.6,12.3,2,0,29,69,4,2,0,2,0,0
CLE,21,22,32,0.688,197,6.2,9.6,1,0,95.4,1,14,9,1,0,17,34,106,3.1,2,8,12,9,2,2,1.0,23,0,3,3,1.0,0,24,5,201,40.2,2,2,80,40.0,0,52,2,52,26.0,0,43,8,19,52,38,14,2,15,1,0,1,1,0,7,2,7,0,19,18,8,9,8,16,0.5,1,1,1.0,3,1,49,11,27,303,106,3.1,2,197,6.2,9.6,1,80,52,49,8,1,1,1,0,1
DAL,1,26,43,0.605,427,9.9,16.6,3,2,97.7,1,5,17,0,0,30,22,45,2.0,0,3,12,9,2,3,0.667,48,0,3,3,1.0,0,9,4,194,48.5,8,1,26,26.0,0,26,4,38,9.5,0,16,16,24,42,41,1,6,47,1,0,0,0,0,2,2,2,0,13,20,3,17,6,14,0.43,1,1,1.0,8,0,83,11,27,472,45,2.0,0,427,9.9,16.6,3,26,38,83,21,-1,1,0,2,0
DEN,22,15,25,0.6,187,7.5,13.0,2,0,109.9,2,8,8,1,1,9,36,131,3.6,1,9,21,6,1,1,1.0,34,0,3,3,1.0,0,3,6,335,55.8,14,1,23,23.0,0,23,0,0,0.0,0,0,12,22,52,39,13,2,22,0,0,0,0,0,7,1,2,0,15,19,9,8,5,12,0.42,0,0,0.0,7,2,55,14,24,318,131,3.6,1,187,7.5,13.0,2,23,0,55,26,-2,0,0,0,2
