,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,10,18,27,0.667,295,10.9,17.2,2,0,127.9,2,14,10,1,0,15,25,99,4.0,1,4,25,4,0,1,0.0,0,0,4,4,1.0,0,22,5,210,42.0,9,2,60,30.0,0,33,2,98,49.0,1,89,14,21,57,45,12,4,19,1,0,0,0,0,2,5,11,0,26,15,4,10,5,12,0.42,0,0,0.0,6,1,61,10,28,394,99,4.0,1,295,10.9,17.2,2,60,98,61,12,0,1,0,0,1
ATL,12,31,47,0.66,276,5.9,10.3,0,1,72.7,5,43,14,1,1,11,14,110,7.9,0,3,17,6,2,2,1.0,48,0,0,0,0.0,0,29,5,192,38.4,26,2,33,16.5,0,20,3,10,3.3,0,8,24,30,53,51,2,5,23,1,1,0,0,0,6,6,16,0,15,20,3,14,4,13,0.31,0,1,0.0,9,3,65,29,12,386,110,7.9,0,276,5.9,10.3,0,33,10,65,28,-2,1,0,1,2
BAL,20,17,29,0.586,215,7.4,13.2,3,0,116.3,1,9,10,0,0,3,31,170,5.5,1,5,8,9,2,2,1.0,30,0,3,3,1.0,0,13,5,236,47.2,6,1,37,37.0,0,37,0,0,0.0,0,0,1,7,50,40,10,4,34,3,0,4,4,0,10,3,11,0,21,17,5,10,7,16,0.44,0,1,0.0,7,2,75,4,35,385,170,5.5,1,215,7.4,13.2,3,37,0,75,1,7,3,4,0,0
BUF,22,17,26,0.654,201,7.7,12.2,4,1,112.3,1,7,13,0,0,5,39,163,4.2,1,9,3,11,2,2,1.0,38,0,5,5,1.0,0,5,5,257,51.4,21,1,21,21.0,0,21,4,35,8.8,0,28,1,7,41,41,0,2,14,1,0,2,2,0,4,1,1,0,11,23,9,13,7,14,0.5,0,0,0.0,5,1,30,2,41,364,163,4.2,1,201,7.7,12.2,4,21,35,30,3,2,1,2,1,0
CAR,2,24,37,0.649,403,10.9,17.6,2,1,108.3,4,19,17,0,0,23,27,74,2.7,1,7,27,3,0,0,0.0,0,0,3,3,1.0,0,25,7,289,41.3,12,2,49,24.5,0,31,4,19,4.8,0,10,22,28,48,38,10,2,14,0,0,1,1,0,4,1,1,0,5,26,7,17,3,11,0.27,0,1,0.0,10,2,74,19,21,477,74,2.7,1,403,10.9,17.6,2,49,19,74,12,0,0,1,1,0
CHI,11,22,32,0.688,289,9.0,14.2,2,1,104.8,5,23,11,1,0,17,27,88,3.3,0,4,2,12,3,3,1.0,41,0,3,3,1.0,0,11,6,288,48.0,25,3,53,17.7,0,23,1,14,14.0,0,14,4,12,59,39,20,5,43,1,0,1,2,1,5,1,2,0,21,17,4,11,6,16,0.38,0,0,0.0,8,2,56,9,30,377,88,3.3,0,289,9.0,14.2,2,53,14,56,3,2,1,2,1,0
CIN,27,15,27,0.556,155,5.7,11.5,2,0,97.0,4,18,8,1,0,9,33,139,4.2,1,6,8,9,2,2,1.0,47,0,3,3,1.0,0,12,8,382,47.8,16,4,92,23.0,0,35,1,15,15.0,0,15,9,17,52,34,18,2,11,1,0,1,0,0,10,4,13,0,21,17,6,8,7,17,0.41,0,0,0.0,3,3,22,12,27,294,139,4.2,1,155,5.7,11.5,2,92,15,22,6,1,1,0,0,0
CLE,21,19,40,0.475,202,5.1,11.2,2,1,69.0,2,11,11,1,0,19,26,83,3.2,0,5,22,5,1,1,1.0,20,0,2,2,1.0,0,32,8,288,36.0,8,3,91,30.3,0,51,6,58,9.7,0,21,19,27,56,40,16,4,18,0,0,2,0,0,6,4,5,0,21,17,5,11,4,15,0.27,1,2,0.5,11,1,72,22,17,285,83,3.2,0,202,5.1,11.2,2,91,58,72,22,-1,0,0,1,0
DAL,6,23,36,0.639,326,9.1,14.9,2,1,100.0,4,16,18,2,1,26,26,64,2.5,1,3,17,6,1,1,1.0,34,0,3,3,1.0,0,28,6,236,39.3,27,2,30,15.0,0,16,3,29,9.7,0,12,19,27,46,40,6,4,20,1,0,2,1,0,5,2,3,0,12,21,3,18,4,12,0.33,0,0,0.0,7,0,40,15,24,390,64,2.5,1,326,9.1,14.9,2,30,29,40,22,-1,1,1,1,2
DEN,13,24,46,0.522,272,5.9,12.7,1,1,68.4,5,32,17,1,1,32,13,38,2.9,0,2,12,8,2,3,0.667,30,0,2,2,1.0,0,24,4,165,41.3,29,0,0,0.0,0,0,5,128,25.6,1,90,15,23,55,46,9,1,6,0,0,2,1,0,1,4,11,0,7,25,2,17,6,13,0.46,0,0,0.0,10,6,91,20,20,310,38,2.9,0,272,5.9,12.7,1,0,128,91,28,-2,0,1,1,2
