,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,25,10,21,0.476,98,4.7,15.3,1,1,57.2,6,55,6,1,0,12,30,109,3.6,1,7,8,9,2,2,1.0,45,0,3,3,1.0,0,23,6,240,40.0,2,4,116,29.0,0,35,4,112,28.0,1,82,22,30,67,55,12,3,38,1,0,2,1,0,10,2,3,0,21,17,7,6,2,11,0.18,1,1,1.0,12,4,92,6,27,207,109,3.6,1,98,4.7,15.3,1,116,112,92,4,1,1,1,1,0
BAL,5,31,51,0.608,298,5.8,10.8,0,1,68.9,3,38,15,2,1,13,26,107,4.1,3,10,1,12,3,3,1.0,47,0,3,3,1.0,0,16,5,219,43.8,13,4,85,21.3,0,27,3,22,7.3,0,8,20,27,57,45,12,6,55,1,0,1,0,0,6,3,5,0,2,30,10,15,4,11,0.36,0,0,0.0,11,5,99,5,30,405,107,4.1,3,298,5.8,10.8,0,85,22,99,18,-1,1,0,1,1
BUF,9,21,27,0.778,252,9.3,12.5,2,1,114.8,2,10,11,0,0,9,33,138,4.2,0,5,3,11,3,4,0.75,44,0,2,2,1.0,0,13,3,135,45.0,22,0,0,0.0,0,0,3,22,7.3,0,13,1,0,54,34,20,10,56,2,0,0,0,0,4,2,3,0,21,17,5,11,7,14,0.5,0,0,0.0,6,1,35,11,23,390,138,4.2,0,252,9.3,12.5,2,0,22,35,10,0,2,0,1,1
CAR,6,22,35,0.629,265,7.6,13.2,3,0,114.6,3,25,11,2,2,8,27,140,5.2,0,9,22,3,0,1,0.0,0,0,3,3,1.0,0,17,4,174,43.5,15,3,61,20.3,0,27,3,19,6.3,0,13,17,24,63,45,18,4,7,0,0,1,1,0,3,3,7,0,7,21,9,11,6,12,0.5,1,1,1.0,6,1,60,13,21,405,140,5.2,0,265,7.6,13.2,3,61,19,60,18,-1,0,1,0,2
CIN,20,18,29,0.621,160,5.5,9.3,2,2,71.0,1,8,9,0,0,18,27,92,3.4,0,4,6,10,2,2,1.0,48,0,4,4,1.0,0,12,5,226,45.2,3,4,113,28.3,0,45,4,136,34.0,1,63,6,12,53,39,14,4,25,1,1,1,1,0,4,3,7,0,18,18,4,9,6,14,0.43,0,0,0.0,7,5,65,2,34,252,92,3.4,0,160,5.5,9.3,2,113,136,65,10,0,1,1,2,0
CLE,14,22,34,0.647,224,6.6,11.0,1,1,81.0,4,17,11,1,1,21,23,66,2.9,0,5,19,4,1,1,1.0,52,0,1,1,1.0,0,15,6,264,44.0,7,4,102,25.5,0,31,3,34,11.3,0,17,10,20,56,51,5,1,3,0,0,1,0,0,2,5,17,0,18,18,5,11,6,14,0.43,2,2,1.0,5,2,39,22,10,290,66,2.9,0,224,6.6,11.0,1,102,34,39,24,-2,0,0,1,1
DAL,17,18,35,0.514,182,5.2,11.3,1,1,64.2,4,21,10,0,0,19,10,85,8.5,0,2,25,1,0,0,0.0,0,0,1,1,1.0,0,24,5,195,39.0,18,3,50,16.7,0,19,2,35,17.5,0,25,24,34,62,57,5,4,23,0,0,1,0,0,1,2,5,0,25,12,2,10,3,10,0.3,1,2,0.5,3,0,20,25,7,267,85,8.5,0,182,5.2,11.3,1,50,35,20,18,-1,0,0,1,0
DEN,23,18,39,0.462,117,3.0,9.6,1,1,50.9,7,55,9,2,1,2,30,195,6.5,0,9,19,4,1,1,1.0,39,0,1,1,1.0,0,5,7,353,50.4,12,2,47,23.5,0,26,5,28,5.6,0,13,26,45,51,42,9,2,9,0,0,0,0,0,2,2,2,0,13,19,9,9,2,14,0.14,0,3,0.0,5,1,55,22,10,312,195,6.5,0,117,3.0,9.6,1,47,28,55,26,-3,0,0,1,2
DET,7,22,32,0.688,263,8.2,12.4,3,0,124.9,2,9,13,0,0,11,28,113,4.0,1,6,8,9,1,1,1.0,50,0,6,6,1.0,0,21,7,284,40.6,22,0,0,0.0,0,0,3,30,10.0,0,17,3,10,58,49,9,7,55,1,1,3,2,1,6,0,0,0,7,21,6,13,4,12,0.33,0,0,0.0,4,2,45,1,45,376,113,4.0,1,263,8.2,12.4,3,0,30,45,1,3,1,2,0,0
HOU,16,16,30,0.533,202,6.7,14.1,1,0,85.7,2,23,14,1,1,6,39,156,4.0,2,6,14,6,1,2,0.5,39,0,3,3,1.0,0,11,6,272,45.3,22,0,0,0.0,0,0,5,56,11.2,0,33,7,14,44,32,12,1,7,2,0,0,0,0,9,2,4,0,11,20,6,14,10,17,0.59,0,0,0.0,7,0,60,9,24,358,156,4.0,2,202,6.7,14.1,1,0,56,60,10,0,2,0,0,2
