,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,7,21,40,0.525,282,7.1,15.0,3,2,79.4,4,33,15,0,0,24,29,88,3.0,0,6,26,3,0,2,0.0,0,0,3,3,1.0,0,17,6,278,46.3,24,4,63,15.8,0,21,6,27,4.5,0,10,12,17,41,39,2,2,5,2,0,0,0,0,6,2,7,0,5,23,6,15,6,16,0.38,1,1,1.0,7,2,66,13,21,370,88,3.0,0,282,7.1,15.0,3,63,27,66,12,0,2,0,2,0
ATL,1,29,52,0.558,343,6.6,12.1,2,1,80.8,1,8,17,0,0,8,32,138,4.3,0,9,9,11,3,4,0.75,36,0,2,2,1.0,0,20,5,227,45.4,17,2,41,20.5,0,25,0,0,0.0,0,0,25,26,54,32,22,0,0,0,0,0,0,0,2,3,10,0,1,30,9,17,5,16,0.31,2,3,0.67,10,4,85,11,23,481,138,4.3,0,343,6.6,12.1,2,41,0,85,22,-1,0,0,1,0
BAL,11,30,53,0.566,248,4.7,8.5,2,1,73.5,1,8,14,0,0,28,12,75,6.3,0,7,19,5,1,3,0.333,35,0,2,2,1.0,0,13,4,188,47.0,14,5,109,21.8,0,25,4,30,7.5,0,11,21,22,76,35,41,1,9,0,0,1,0,0,5,3,10,0,2,25,7,14,5,12,0.42,1,1,1.0,4,4,34,16,17,323,75,6.3,0,248,4.7,8.5,2,109,30,34,28,-3,0,0,1,2
BUF,26,20,31,0.645,136,4.4,7.3,1,3,45.3,1,10,7,0,0,9,17,135,7.9,0,8,31,1,0,1,0.0,0,0,1,1,1.0,0,3,3,156,52.0,18,3,61,20.3,0,35,0,0,0.0,0,0,31,44,59,46,13,0,0,0,0,1,0,0,1,2,4,0,13,20,8,7,2,7,0.29,0,1,0.0,3,5,12,29,7,271,135,7.9,0,136,4.4,7.3,1,61,0,12,30,-4,0,0,3,1
CAR,22,23,40,0.575,166,4.2,9.2,0,1,56.9,5,46,9,0,0,14,19,113,5.9,0,5,26,3,1,2,0.5,29,0,0,0,0.0,0,19,8,365,45.6,27,0,0,0.0,0,0,2,10,5.0,0,12,27,30,57,42,15,1,8,1,0,0,0,0,5,2,4,0,21,16,5,9,3,14,0.21,0,0,0.0,12,2,99,31,3,279,113,5.9,0,166,4.2,9.2,0,0,10,99,22,-1,1,0,1,1
CHI,31,9,20,0.45,107,5.4,13.7,0,0,61.9,2,16,5,1,0,16,35,109,3.1,1,4,4,13,3,4,0.75,50,0,4,4,1.0,0,15,6,280,46.7,26,2,22,11.0,0,15,3,122,40.7,1,82,9,13,55,49,6,2,16,4,2,2,2,0,11,0,0,0,31,12,4,5,3,13,0.23,1,1,1.0,4,3,37,3,37,216,109,3.1,1,107,5.4,13.7,0,22,122,37,1,5,4,2,0,1
CIN,21,15,30,0.5,170,5.7,11.3,2,2,61.8,0,0,7,0,0,16,26,109,4.2,0,6,19,5,1,1,1.0,43,0,2,2,1.0,0,18,6,276,46.0,3,2,56,28.0,0,32,4,48,12.0,0,20,23,24,67,33,34,5,22,1,0,0,0,0,5,1,2,0,28,14,6,7,4,11,0.36,0,0,0.0,4,1,35,16,17,279,109,4.2,0,170,5.7,11.3,2,56,48,35,22,-1,1,0,2,0
CLE,17,20,27,0.741,209,7.7,10.9,0,0,96.1,2,9,9,0,0,12,30,126,4.2,0,5,7,12,4,5,0.8,44,0,0,0,0.0,0,28,5,208,41.6,6,1,27,27.0,0,27,2,6,3.0,0,6,9,13,50,36,14,1,7,1,0,1,1,0,7,1,4,0,21,16,5,9,5,14,0.36,0,0,0.0,6,2,60,25,12,335,126,4.2,0,209,7.7,10.9,0,27,6,60,7,1,1,1,0,1
DAL,8,23,26,0.885,270,10.4,11.7,3,0,148.4,0,0,15,0,0,6,35,163,4.7,1,8,2,14,3,3,1.0,45,0,5,5,1.0,0,3,1,52,52.0,27,0,0,0.0,0,0,2,4,2.0,0,4,3,7,44,32,12,1,10,3,1,1,1,0,5,0,0,0,3,24,8,15,8,12,0.67,0,0,0.0,8,1,74,2,44,433,163,4.7,1,270,10.4,11.7,3,0,4,74,2,4,3,1,0,0
DEN,32,2,8,0.25,69,8.6,34.5,1,0,102.6,0,0,2,0,0,1,55,244,4.4,1,13,19,5,1,2,0.5,38,0,2,2,1.0,0,24,7,307,43.9,27,0,0,0.0,0,0,2,16,8.0,0,9,7,10,51,41,10,4,16,0,0,1,0,0,3,3,4,0,21,16,13,2,5,14,0.36,0,0,0.0,8,1,65,16,17,313,244,4.4,1,69,8.6,34.5,1,0,16,65,12,0,0,0,0,0
