,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,12,22,40,0.55,257,6.4,12.3,1,1,72.6,2,14,11,0,0,12,31,131,4.2,1,7,4,11,3,3,1.0,43,0,2,2,1.0,0,16,7,324,46.3,5,3,84,28.0,0,36,4,63,15.8,0,42,15,20,60,57,3,4,31,1,0,1,0,0,5,6,12,0,15,20,7,11,7,17,0.41,1,1,1.0,9,2,76,14,23,388,131,4.2,1,257,6.4,12.3,1,84,63,76,20,-1,1,0,1,1
ATL,24,13,21,0.619,177,8.4,13.6,2,1,100.7,0,0,8,0,0,1,38,251,6.6,3,13,11,9,1,1,1.0,20,0,6,6,1.0,0,6,2,101,50.5,31,0,0,0.0,0,0,1,9,9.0,0,9,20,24,57,29,28,2,15,3,1,2,1,0,6,2,3,0,9,22,13,8,6,11,0.55,1,1,1.0,3,1,20,2,45,428,251,6.6,3,177,8.4,13.6,2,0,9,20,2,2,3,1,1,1
BAL,29,15,19,0.789,126,6.6,8.7,1,0,111.8,1,4,5,0,0,2,32,221,6.9,2,7,23,6,1,1,1.0,42,0,3,3,1.0,0,15,7,327,46.7,29,2,22,11.0,0,22,1,11,11.0,0,11,9,16,58,32,26,1,1,0,0,1,1,0,13,0,0,0,27,15,7,5,5,13,0.38,0,0,0.0,7,3,59,12,24,347,221,6.9,2,126,6.6,8.7,1,22,11,59,7,1,0,1,0,0
BUF,9,29,46,0.63,296,6.4,10.6,2,4,59.7,2,11,16,0,0,17,20,106,5.3,1,7,29,3,0,1,0.0,0,0,3,3,1.0,0,27,3,124,41.3,21,2,42,21.0,0,22,1,5,5.0,0,5,32,49,65,33,32,4,18,1,0,2,0,0,2,1,1,0,6,26,7,16,1,7,0.14,2,3,0.67,5,3,45,17,21,402,106,5.3,1,296,6.4,10.6,2,42,5,45,32,-3,1,0,4,0
CAR,27,15,25,0.6,137,5.5,10.5,1,1,71.6,2,21,9,0,0,7,24,164,6.8,1,9,24,5,1,1,1.0,41,0,2,2,1.0,0,18,4,183,45.8,24,2,37,18.5,0,20,0,0,0.0,0,0,29,45,71,43,28,0,0,1,0,0,0,0,4,0,0,0,12,21,9,9,0,5,0.0,0,0,0.0,1,3,5,21,17,301,164,6.8,1,137,5.5,10.5,1,37,0,5,20,-1,1,0,1,1
CHI,30,15,25,0.6,117,4.7,10.7,1,1,68.3,7,43,5,2,0,22,25,92,3.7,0,5,24,5,1,1,1.0,27,0,2,2,1.0,0,11,7,335,47.9,26,3,39,13.0,0,17,2,4,2.0,0,3,5,13,58,38,20,2,6,3,1,0,0,0,4,7,32,0,32,10,5,5,5,13,0.38,0,0,0.0,4,0,20,21,17,209,92,3.7,0,117,4.7,10.7,1,39,4,20,14,0,3,0,1,2
CIN,18,22,44,0.5,231,5.3,10.5,0,0,65.6,1,1,11,0,0,20,24,105,4.4,1,6,7,10,3,4,0.75,46,0,1,1,1.0,0,4,4,214,53.5,14,3,72,24.0,0,34,4,45,11.3,0,19,20,24,59,31,28,1,4,0,0,0,0,0,0,2,3,0,18,19,6,11,8,17,0.47,0,0,0.0,4,2,35,24,16,336,105,4.4,1,231,5.3,10.5,0,72,45,35,20,-1,0,0,0,1
CLE,26,16,41,0.39,168,4.1,11.1,0,1,41.5,2,9,11,0,0,29,15,72,4.8,0,3,11,9,3,3,1.0,49,0,0,0,0.0,0,29,6,230,38.3,28,2,23,11.5,0,15,3,22,7.3,0,10,5,13,73,47,26,2,22,0,0,2,2,0,4,2,4,0,29,14,3,11,4,14,0.29,0,0,0.0,5,0,40,30,9,240,72,4.8,0,168,4.1,11.1,0,23,22,40,7,1,0,2,1,0
DAL,13,29,37,0.784,251,6.8,10.0,2,1,101.7,6,38,16,1,1,31,16,49,3.1,0,3,31,2,0,1,0.0,0,0,2,2,1.0,0,26,6,254,42.3,20,6,127,21.2,0,30,3,17,5.7,0,13,24,31,74,50,24,2,15,0,0,1,0,0,3,1,1,0,18,19,3,16,4,12,0.33,0,1,0.0,7,0,43,25,14,300,49,3.1,0,251,6.8,10.0,2,127,17,43,27,-2,0,0,1,1
DEN,32,6,22,0.273,50,2.3,10.0,0,1,20.6,2,10,2,0,0,3,47,216,4.6,0,12,29,3,1,1,1.0,38,0,0,0,0.0,0,21,9,402,44.7,12,1,25,25.0,0,25,2,23,11.5,0,14,2,7,46,34,12,1,5,0,0,0,1,0,6,4,14,0,25,16,12,2,5,18,0.28,0,1,0.0,6,2,49,32,3,266,216,4.6,0,50,2.3,10.0,0,25,23,49,20,-1,0,1,1,1
