,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,21,20,34,0.588,212,6.2,11.9,0,1,64.8,4,25,11,1,1,11,32,156,4.9,3,8,13,9,2,2,1.0,27,0,3,3,1.0,0,16,4,180,45.0,8,3,74,24.7,0,29,3,28,9.3,0,12,26,31,48,39,9,1,15,0,0,2,2,0,5,4,8,0,13,22,8,11,3,12,0.25,1,2,0.5,11,3,118,12,27,368,156,4.9,3,212,6.2,11.9,0,74,28,118,14,0,0,2,1,1
ATL,11,28,42,0.667,291,6.9,10.4,1,0,94.4,0,0,15,0,0,13,36,121,3.4,2,8,3,12,3,3,1.0,50,0,3,3,1.0,0,32,4,150,37.5,24,1,19,19.0,0,19,2,24,12.0,0,13,22,28,44,30,14,0,0,2,0,0,0,0,6,1,3,0,3,25,8,15,9,16,0.56,0,0,0.0,4,2,35,8,30,412,121,3.4,2,291,6.9,10.4,1,19,24,35,1,2,2,0,0,0
BAL,27,10,31,0.323,155,5.0,16.3,0,1,36.4,2,8,9,1,1,18,40,112,2.8,1,5,9,10,2,2,1.0,38,0,4,4,1.0,0,21,7,310,44.3,29,3,49,16.3,0,19,1,16,16.0,0,16,6,17,36,30,6,2,7,1,1,3,3,2,9,3,9,0,22,16,5,9,6,18,0.33,0,0,0.0,7,2,46,2,34,267,112,2.8,1,155,5.0,16.3,0,49,16,46,8,1,1,3,1,2
BUF,22,20,34,0.588,190,5.6,10.0,0,0,74.4,1,9,6,0,0,25,21,83,4.0,1,6,14,8,2,2,1.0,43,0,2,2,1.0,0,5,8,413,51.6,16,1,23,23.0,0,23,0,0,0.0,0,0,14,23,63,37,26,2,11,2,1,0,0,0,4,3,7,0,31,12,6,6,4,14,0.29,0,0,0.0,4,0,26,21,20,273,83,4.0,1,190,5.6,10.0,0,23,0,26,1,2,2,0,0,0
CAR,3,27,46,0.587,374,8.1,13.9,1,1,83.1,0,0,14,0,0,8,26,169,6.5,2,9,5,11,3,5,0.6,39,1,2,2,1.0,0,26,2,79,39.5,9,6,145,24.2,0,30,2,7,3.5,0,6,29,34,44,34,10,1,9,1,0,0,0,0,4,1,2,0,9,24,9,14,2,12,0.17,1,2,0.5,8,1,52,10,29,543,169,6.5,2,374,8.1,13.9,1,145,7,52,14,0,1,0,1,0
CHI,32,9,17,0.529,93,5.5,11.3,0,1,44.5,1,9,5,0,0,1,31,224,7.2,2,9,9,10,2,2,1.0,24,0,4,4,1.0,0,28,4,157,39.3,3,4,125,31.3,0,73,1,69,69.0,1,69,23,29,54,46,8,0,0,1,1,0,0,0,6,0,0,0,25,15,9,5,3,10,0.3,1,1,1.0,5,1,45,2,34,317,224,7.2,2,93,5.5,11.3,0,125,69,45,14,0,1,0,1,0
CIN,12,18,36,0.5,287,8.0,16.6,1,2,63.1,2,11,12,0,0,7,32,171,5.3,1,12,5,11,3,3,1.0,43,0,2,2,1.0,0,30,5,192,38.4,18,3,66,22.0,0,28,7,69,9.9,0,14,12,20,57,25,32,1,9,0,0,0,0,0,4,2,3,0,3,25,12,12,5,12,0.42,0,0,0.0,3,1,15,16,23,458,171,5.3,1,287,8.0,16.6,1,66,69,15,26,-2,0,0,2,0
CLE,5,40,61,0.656,332,5.4,8.8,1,1,78.0,4,18,19,0,0,24,22,84,3.8,0,3,15,7,2,2,1.0,51,0,1,1,1.0,0,29,4,155,38.8,32,3,36,12.0,0,27,2,18,9.0,0,16,26,31,45,27,18,0,0,1,0,0,0,0,5,3,4,0,3,25,3,19,8,20,0.4,2,5,0.4,5,3,40,29,13,416,84,3.8,0,332,5.4,8.8,1,36,18,40,14,0,1,0,1,0
DAL,7,34,47,0.723,321,6.8,9.7,3,3,85.5,1,10,19,0,0,17,27,113,4.2,0,4,3,12,3,3,1.0,41,0,3,3,1.0,0,2,3,161,53.7,2,3,94,31.3,0,38,3,18,6.0,0,13,29,34,40,30,10,0,0,1,0,0,0,0,4,1,1,0,3,25,4,19,5,13,0.38,0,2,0.0,7,2,33,8,30,434,113,4.2,0,321,6.8,9.7,3,94,18,33,26,-2,1,0,3,0
DEN,15,22,32,0.688,265,8.3,12.4,3,3,86.1,1,8,13,0,0,14,23,119,5.2,0,5,23,5,1,1,1.0,27,0,2,2,1.0,0,10,2,98,49.0,5,5,146,29.2,0,37,0,0,0.0,0,0,32,49,59,44,15,2,12,2,0,0,0,0,2,1,1,0,18,18,5,13,4,11,0.36,1,1,1.0,3,0,24,16,23,384,119,5.2,0,265,8.3,12.4,3,146,0,24,26,-2,2,0,3,1
