,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,14,23,48,0.479,214,4.5,11.0,0,3,34.5,4,40,15,1,1,21,24,77,3.2,1,3,20,4,1,1,1.0,51,0,1,1,1.0,0,18,5,212,42.4,12,5,115,23.0,0,31,0,0,0.0,0,0,23,34,50,34,16,1,9,0,0,1,1,0,4,4,5,0,17,18,3,15,8,18,0.44,2,4,0.5,6,0,64,25,10,291,77,3.2,1,214,4.5,11.0,0,115,0,64,25,-3,0,1,3,1
ATL,25,18,32,0.563,156,4.9,9.3,1,2,53.6,1,11,11,0,0,17,22,95,4.3,1,5,26,2,0,0,0.0,0,0,2,2,1.0,0,21,5,189,37.8,6,1,28,28.0,0,28,1,3,3.0,0,3,13,25,61,34,27,4,27,0,0,1,1,0,6,3,5,0,17,18,5,11,5,11,0.45,0,0,0.0,5,2,44,23,14,251,95,4.3,1,156,4.9,9.3,1,28,3,44,17,-1,0,1,2,0
BUF,19,21,27,0.778,188,7.0,9.2,1,1,92.6,1,5,10,0,0,12,35,143,4.1,2,9,12,7,1,1,1.0,25,0,4,4,1.0,0,5,5,251,50.2,20,2,38,19.0,0,25,0,0,0.0,0,0,9,24,45,41,4,0,0,4,1,1,1,0,10,3,10,0,10,21,9,10,6,14,0.43,0,0,0.0,4,2,40,5,31,331,143,4.1,2,188,7.0,9.2,1,38,0,40,1,4,4,1,1,0
CAR,13,16,31,0.516,219,7.1,14.0,2,1,82.6,1,5,7,1,0,8,22,162,7.4,2,9,23,3,0,0,0.0,0,0,3,4,0.75,1,15,3,132,44.0,21,2,36,18.0,0,21,1,9,9.0,0,9,19,30,68,52,16,2,16,1,0,0,0,0,8,2,4,0,13,20,9,7,7,12,0.58,0,0,0.0,7,4,65,11,27,381,162,7.4,2,219,7.1,14.0,2,36,9,65,11,0,1,0,1,0
CHI,12,28,38,0.737,237,6.2,8.9,1,0,98.2,3,12,14,0,0,13,25,122,4.9,0,5,12,7,2,2,1.0,49,0,1,1,1.0,0,14,5,221,44.2,18,4,84,21.0,0,33,1,1,1.0,0,1,9,24,45,30,15,1,5,1,0,0,0,0,1,2,8,0,8,23,5,14,4,13,0.31,0,1,0.0,14,4,104,24,13,359,122,4.9,0,237,6.2,8.9,1,84,1,104,5,1,1,0,0,0
CIN,22,21,33,0.636,162,4.9,8.5,2,1,83.1,2,17,11,0,0,21,31,77,2.5,1,2,14,6,1,1,1.0,47,0,3,4,0.75,0,8,7,334,47.7,9,3,76,25.3,0,37,3,43,14.3,0,22,6,20,42,34,8,3,21,0,0,1,2,1,3,4,14,0,23,13,2,11,8,19,0.42,2,3,0.67,4,0,33,6,30,239,77,2.5,1,162,4.9,8.5,2,76,43,33,5,1,0,2,1,0
DEN,26,10,23,0.435,113,4.9,11.3,1,1,55.2,0,0,5,0,0,8,23,162,7.0,1,8,20,4,1,1,1.0,35,0,1,1,1.0,0,2,6,322,53.7,6,1,28,28.0,0,28,2,37,18.5,0,22,18,29,72,59,13,5,38,1,1,1,1,0,5,1,5,0,23,13,8,5,2,9,0.22,0,0,0.0,4,0,53,15,24,275,162,7.0,1,113,4.9,11.3,1,28,37,53,5,1,1,1,1,0
DET,14,19,26,0.731,214,8.2,11.5,2,1,106.9,1,5,9,0,0,4,20,181,9.1,1,5,14,6,1,1,1.0,31,0,3,3,1.0,0,25,5,162,32.4,23,0,0,0.0,0,0,4,26,6.5,0,11,3,13,65,45,20,3,12,0,0,0,0,0,4,2,2,0,19,16,5,9,5,11,0.45,0,0,0.0,12,2,94,15,24,395,181,9.1,1,214,8.2,11.5,2,0,26,94,17,-1,0,0,1,0
GB,3,26,39,0.667,369,9.5,15.2,2,0,114.2,4,27,14,0,0,26,20,57,2.9,0,5,2,13,4,4,1.0,56,0,1,1,1.0,0,17,2,85,42.5,14,3,67,22.3,0,23,2,4,2.0,0,3,4,14,43,32,11,1,11,2,0,0,0,0,4,2,5,0,16,19,5,14,9,15,0.6,0,0,0.0,6,0,55,12,25,426,57,2.9,0,369,9.5,15.2,2,67,4,55,5,1,2,0,0,1
HOU,1,24,51,0.471,403,7.9,17.3,2,2,71.0,3,13,16,0,0,23,25,70,2.8,0,2,9,8,2,3,0.667,54,0,2,2,1.0,0,23,8,298,37.3,13,4,90,22.5,0,36,5,33,6.6,0,17,13,25,48,36,12,3,6,1,0,0,0,0,6,4,12,0,10,21,2,16,8,20,0.4,0,0,0.0,6,3,50,20,20,473,70,2.8,0,403,7.9,17.3,2,90,33,50,17,-1,1,0,2,0
