,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
CLE,CLE,2,7,0,0,CIN,10,0
GB,GB,6,2,0,0,CAR,29,0
WSH,WSH,3,5,0,0,NE,10,0
TEN,TEN,2,6,0,0,NO,34,1
MIA,MIA,3,5,0,0,BUF,17,0
STL,STL,4,4,0,0,MIN,18,0
JAX,JAX,2,6,0,0,NYJ,23,0
OAK,OAK,4,4,0,0,PIT,35,0
NYG,NYG,5,4,0,0,TB,32,1
ATL,ATL,6,3,0,0,SF,16,0
DEN,DEN,7,1,0,0,IND,24,0
PHI,PHI,4,4,0,0,DAL,33,1
CHI,CHI,3,5,0,0,SD,22,1
CIN,CIN,8,0,0,1,CLE,31,1
CAR,CAR,8,0,0,1,GB,37,1
NE,NE,8,0,0,1,WSH,27,1
NO,NO,4,5,0,1,TEN,28,0
BUF,BUF,4,4,0,1,MIA,33,1
MIN,MIN,6,2,0,1,STL,21,1
NYJ,NYJ,5,3,0,1,JAX,28,1
PIT,PIT,5,4,0,1,OAK,38,1
TB,TB,3,5,0,1,NYG,18,0
SF,SF,3,6,0,1,ATL,17,1
IND,IND,4,5,0,1,DEN,27,1
DAL,DAL,2,6,0,1,PHI,27,0
SD,SD,2,7,0,1,CHI,19,0
