,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
GB,GB,8,4,0,0,DET,27,1
NYJ,NYJ,7,5,0,0,NYG,23,1
ARZ,ARZ,10,2,0,0,STL,27,1
ATL,ATL,6,6,0,0,TB,19,0
SEA,SEA,7,5,0,0,MIN,38,1
SF,SF,4,8,0,0,CHI,26,1
JAX,JAX,4,8,0,0,TEN,39,0
HOU,HOU,6,6,0,0,BUF,21,0
BAL,BAL,4,8,0,0,MIA,13,0
CIN,CIN,10,2,0,0,CLE,37,1
KC,KC,7,5,0,0,OAK,34,1
DEN,DEN,10,2,0,0,SD,17,1
PHI,PHI,5,7,0,0,NE,35,1
CAR,CAR,12,0,0,0,NO,41,1
IND,IND,6,6,0,0,PIT,10,0
DAL,DAL,4,8,0,0,WSH,19,1
DET,DET,4,8,0,1,GB,23,0
NYG,NYG,5,7,0,1,NYJ,20,0
STL,STL,4,8,0,1,ARZ,3,0
TB,TB,6,6,0,1,ATL,23,1
MIN,MIN,8,4,0,1,SEA,7,0
CHI,CHI,5,7,0,1,SF,20,0
TEN,TEN,3,9,0,1,JAX,42,1
BUF,BUF,6,6,0,1,HOU,30,1
MIA,MIA,5,7,0,1,BAL,15,1
CLE,CLE,2,10,0,1,CIN,3,0
OAK,OAK,5,7,0,1,KC,20,0
SD,SD,3,9,0,1,DEN,3,0
NE,NE,10,2,0,1,PHI,28,0
NO,NO,4,8,0,1,CAR,38,0
PIT,PIT,7,5,0,1,IND,45,1
WSH,WSH,5,7,0,1,DAL,16,0
