,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
PIT,PIT,0,1,0,0,NE,21,0
MIA,MIA,1,0,0,0,WSH,17,1
IND,IND,0,1,0,0,BUF,14,0
CLE,CLE,0,1,0,0,NYJ,10,0
KC,KC,1,0,0,0,HOU,27,1
CAR,CAR,1,0,0,0,JAX,20,1
SEA,SEA,0,1,0,0,STL,31,0
GB,GB,1,0,0,0,CHI,31,1
DET,DET,0,1,0,0,SD,28,0
NO,NO,0,1,0,0,ARZ,19,0
BAL,BAL,0,1,0,0,DEN,13,0
CIN,CIN,1,0,0,0,OAK,33,1
TEN,TEN,1,0,0,0,TB,42,1
NYG,NYG,0,1,0,0,DAL,26,0
PHI,PHI,0,1,0,0,ATL,24,0
MIN,MIN,0,1,0,0,SF,3,0
NE,NE,1,0,0,1,PIT,28,1
WSH,WSH,0,1,0,1,MIA,10,0
BUF,BUF,1,0,0,1,IND,27,1
NYJ,NYJ,1,0,0,1,CLE,31,1
HOU,HOU,0,1,0,1,KC,20,0
JAX,JAX,0,1,0,1,CAR,9,0
STL,STL,1,0,0,1,SEA,34,1
CHI,CHI,0,1,0,1,GB,23,0
SD,SD,1,0,0,1,DET,33,1
ARZ,ARZ,1,0,0,1,NO,31,1
DEN,DEN,1,0,0,1,BAL,19,1
OAK,OAK,0,1,0,1,CIN,13,0
TB,TB,0,1,0,1,TEN,14,0
DAL,DAL,1,0,0,1,NYG,27,1
ATL,ATL,1,0,0,1,PHI,26,1
SF,SF,1,0,0,1,MIN,20,1
