,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
WSH,WSH,1,2,0,0,NYG,21,0
ATL,ATL,3,0,0,0,DAL,39,1
IND,IND,1,2,0,0,TEN,35,1
OAK,OAK,2,1,0,0,CLE,27,1
CIN,CIN,3,0,0,0,BAL,28,1
JAX,JAX,1,2,0,0,NE,17,0
NO,NO,0,3,0,0,CAR,22,0
PHI,PHI,1,2,0,0,NYJ,24,1
TB,TB,1,2,0,0,HOU,9,0
SD,SD,1,2,0,0,MIN,14,0
PIT,PIT,2,1,0,0,STL,12,1
SF,SF,1,2,0,0,ARZ,7,0
BUF,BUF,2,1,0,0,MIA,41,1
CHI,CHI,0,3,0,0,SEA,0,0
DEN,DEN,3,0,0,0,DET,24,1
KC,KC,1,2,0,0,GB,28,0
NYG,NYG,1,2,0,1,WSH,32,1
DAL,DAL,2,1,0,1,ATL,28,0
TEN,TEN,1,2,0,1,IND,33,0
CLE,CLE,1,2,0,1,OAK,20,0
BAL,BAL,0,3,0,1,CIN,24,0
NE,NE,3,0,0,1,JAX,51,1
CAR,CAR,3,0,0,1,NO,27,1
NYJ,NYJ,2,1,0,1,PHI,17,0
HOU,HOU,1,2,0,1,TB,19,1
MIN,MIN,2,1,0,1,SD,31,1
STL,STL,1,2,0,1,PIT,6,0
ARZ,ARZ,3,0,0,1,SF,47,1
MIA,MIA,1,2,0,1,BUF,14,0
SEA,SEA,1,2,0,1,CHI,26,1
DET,DET,0,3,0,1,DEN,12,0
GB,GB,3,0,0,1,KC,38,1
