,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
BUF,BUF,5,4,0,0,NYJ,22,1
DET,DET,2,7,0,0,GB,18,1
DAL,DAL,2,7,0,0,TB,6,0
CAR,CAR,9,0,0,0,TEN,27,1
CHI,CHI,4,5,0,0,STL,37,1
NO,NO,4,6,0,0,WSH,14,0
MIA,MIA,4,5,0,0,PHI,20,1
CLE,CLE,2,8,0,0,PIT,9,0
JAX,JAX,3,6,0,0,BAL,22,1
MIN,MIN,7,2,0,0,OAK,30,1
NE,NE,9,0,0,0,NYG,27,1
KC,KC,4,5,0,0,DEN,29,1
ARZ,ARZ,7,2,0,0,SEA,39,1
HOU,HOU,4,5,0,0,CIN,10,1
NYJ,NYJ,5,4,0,1,BUF,17,0
GB,GB,6,3,0,1,DET,16,0
TB,TB,4,5,0,1,DAL,10,1
TEN,TEN,2,7,0,1,CAR,10,0
STL,STL,4,5,0,1,CHI,13,0
WSH,WSH,4,5,0,1,NO,47,1
PHI,PHI,4,5,0,1,MIA,19,0
PIT,PIT,6,4,0,1,CLE,30,1
BAL,BAL,2,7,0,1,JAX,20,0
OAK,OAK,4,5,0,1,MIN,14,0
NYG,NYG,5,5,0,1,NE,26,0
DEN,DEN,7,2,0,1,KC,13,0
SEA,SEA,4,5,0,1,ARZ,32,0
CIN,CIN,8,1,0,1,HOU,6,0
