,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
PHI,PHI,4,7,0,0,DET,14,0
CAR,CAR,11,0,0,0,DAL,33,1
CHI,CHI,5,6,0,0,GB,17,1
STL,STL,4,7,0,0,CIN,7,0
OAK,OAK,5,6,0,0,TEN,24,1
NYG,NYG,5,6,0,0,WSH,14,0
MIN,MIN,8,3,0,0,ATL,20,1
BUF,BUF,5,6,0,0,KC,22,0
NO,NO,4,7,0,0,HOU,6,0
TB,TB,5,6,0,0,IND,12,0
MIA,MIA,4,7,0,0,NYJ,20,0
SD,SD,3,8,0,0,JAX,31,1
ARZ,ARZ,9,2,0,0,SF,19,1
PIT,PIT,6,5,0,0,SEA,30,0
NE,NE,10,1,0,0,DEN,24,0
BAL,BAL,4,7,0,0,CLE,33,1
DET,DET,4,7,0,1,PHI,45,1
DAL,DAL,3,8,0,1,CAR,14,0
GB,GB,7,4,0,1,CHI,13,0
CIN,CIN,9,2,0,1,STL,31,1
TEN,TEN,2,9,0,1,OAK,21,0
WSH,WSH,5,6,0,1,NYG,20,1
ATL,ATL,6,5,0,1,MIN,10,0
KC,KC,6,5,0,1,BUF,30,1
HOU,HOU,6,5,0,1,NO,24,1
IND,IND,6,5,0,1,TB,25,1
NYJ,NYJ,6,5,0,1,MIA,38,1
JAX,JAX,4,7,0,1,SD,25,0
SF,SF,3,8,0,1,ARZ,13,0
SEA,SEA,6,5,0,1,PIT,39,1
DEN,DEN,9,2,0,1,NE,30,1
CLE,CLE,2,9,0,1,BAL,27,0
