,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
MIN,MIN,8,5,0,0,ARZ,20,0
BUF,BUF,6,7,0,0,PHI,20,0
SEA,SEA,8,5,0,0,BAL,35,1
SF,SF,4,9,0,0,CLE,10,0
DET,DET,4,9,0,0,STL,14,0
TEN,TEN,3,10,0,0,NYJ,8,0
PIT,PIT,8,5,0,0,CIN,33,1
IND,IND,6,7,0,0,JAX,16,0
SD,SD,3,10,0,0,KC,3,0
WSH,WSH,6,7,0,0,CHI,24,1
ATL,ATL,6,7,0,0,CAR,0,0
NO,NO,5,8,0,0,TB,24,1
OAK,OAK,6,7,0,0,DEN,15,1
DAL,DAL,4,9,0,0,GB,7,0
NE,NE,11,2,0,0,HOU,27,1
NYG,NYG,6,7,0,0,MIA,31,1
ARZ,ARZ,11,2,0,1,MIN,23,1
PHI,PHI,6,7,0,1,BUF,23,1
BAL,BAL,4,9,0,1,SEA,6,0
CLE,CLE,3,10,0,1,SF,24,1
STL,STL,5,8,0,1,DET,21,1
NYJ,NYJ,8,5,0,1,TEN,30,1
CIN,CIN,10,3,0,1,PIT,20,0
JAX,JAX,5,8,0,1,IND,51,1
KC,KC,8,5,0,1,SD,10,1
CHI,CHI,5,8,0,1,WSH,21,0
CAR,CAR,13,0,0,1,ATL,38,1
TB,TB,6,7,0,1,NO,17,0
DEN,DEN,10,3,0,1,OAK,12,0
GB,GB,9,4,0,1,DAL,28,1
HOU,HOU,6,7,0,1,NE,6,0
MIA,MIA,5,8,0,1,NYG,24,0
