,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
BAL,BAL,1,3,0,0,PIT,23,1
NYJ,NYJ,3,1,0,0,MIA,27,1
JAX,JAX,1,3,0,0,IND,13,0
NYG,NYG,2,2,0,0,BUF,24,1
CAR,CAR,4,0,0,0,TB,37,1
PHI,PHI,1,3,0,0,WSH,20,0
OAK,OAK,2,2,0,0,CHI,20,0
HOU,HOU,1,3,0,0,ATL,21,0
KC,KC,1,3,0,0,CIN,21,0
CLE,CLE,1,3,0,0,SD,27,0
GB,GB,4,0,0,0,SF,17,1
STL,STL,2,2,0,0,ARZ,24,1
MIN,MIN,2,2,0,0,DEN,20,0
DAL,DAL,2,2,0,0,NO,20,0
DET,DET,0,4,0,0,SEA,10,0
PIT,PIT,2,2,0,1,BAL,20,0
MIA,MIA,1,3,0,1,NYJ,14,0
IND,IND,2,2,0,1,JAX,16,1
BUF,BUF,2,2,0,1,NYG,10,0
TB,TB,1,3,0,1,CAR,23,0
WSH,WSH,2,2,0,1,PHI,23,1
CHI,CHI,1,3,0,1,OAK,22,1
ATL,ATL,4,0,0,1,HOU,48,1
CIN,CIN,4,0,0,1,KC,36,1
SD,SD,2,2,0,1,CLE,30,1
SF,SF,1,3,0,1,GB,3,0
ARZ,ARZ,3,1,0,1,STL,22,0
DEN,DEN,4,0,0,1,MIN,23,1
NO,NO,1,3,0,1,DAL,26,1
SEA,SEA,2,2,0,1,DET,13,1
