,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
NYJ,NYJ,10,6,0,0,BUF,17,0
NE,NE,12,4,0,0,MIA,10,0
NO,NO,7,9,0,0,ATL,20,1
DET,DET,7,9,0,0,CHI,24,1
PHI,PHI,7,9,0,0,NYG,35,1
WSH,WSH,9,7,0,0,DAL,34,1
TEN,TEN,3,13,0,0,IND,24,0
BAL,BAL,5,11,0,0,CIN,16,0
PIT,PIT,10,6,0,0,CLE,28,1
JAX,JAX,5,11,0,0,HOU,6,0
OAK,OAK,7,9,0,0,KC,17,0
SD,SD,4,12,0,0,DEN,20,0
TB,TB,6,10,0,0,CAR,10,0
SEA,SEA,10,6,0,0,ARZ,36,1
STL,STL,7,9,0,0,SF,16,0
MIN,MIN,11,5,0,0,GB,20,1
BUF,BUF,8,8,0,1,NYJ,22,1
MIA,MIA,6,10,0,1,NE,20,1
ATL,ATL,8,8,0,1,NO,17,0
CHI,CHI,6,10,0,1,DET,20,0
NYG,NYG,6,10,0,1,PHI,30,0
DAL,DAL,4,12,0,1,WSH,23,0
IND,IND,8,8,0,1,TEN,30,1
CIN,CIN,12,4,0,1,BAL,24,1
CLE,CLE,3,13,0,1,PIT,12,0
HOU,HOU,9,7,0,1,JAX,30,1
KC,KC,11,5,0,1,OAK,23,1
DEN,DEN,12,4,0,1,SD,27,1
CAR,CAR,15,1,0,1,TB,38,1
ARZ,ARZ,13,3,0,1,SEA,6,0
SF,SF,5,11,0,1,STL,19,1
GB,GB,10,6,0,1,MIN,13,0
