,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
TEN,TEN,2,8,0,0,JAX,13,0
OAK,OAK,4,6,0,0,DET,13,0
IND,IND,5,5,0,0,ATL,24,1
STL,STL,4,6,0,0,BAL,13,0
TB,TB,5,5,0,0,PHI,45,1
DEN,DEN,8,2,0,0,CHI,17,1
NYJ,NYJ,5,5,0,0,HOU,17,0
WSH,WSH,4,6,0,0,CAR,16,0
DAL,DAL,3,7,0,0,MIA,24,1
KC,KC,5,5,0,0,SD,33,1
GB,GB,7,3,0,0,MIN,30,1
SF,SF,3,7,0,0,SEA,13,0
CIN,CIN,8,2,0,0,ARZ,31,0
BUF,BUF,5,5,0,0,NE,13,0
JAX,JAX,4,6,0,1,TEN,19,1
DET,DET,3,7,0,1,OAK,18,1
ATL,ATL,6,4,0,1,IND,21,0
BAL,BAL,3,7,0,1,STL,16,1
PHI,PHI,4,6,0,1,TB,17,0
CHI,CHI,4,6,0,1,DEN,15,0
HOU,HOU,5,5,0,1,NYJ,24,1
CAR,CAR,10,0,0,1,WSH,44,1
MIA,MIA,4,6,0,1,DAL,14,0
SD,SD,2,8,0,1,KC,3,0
MIN,MIN,7,3,0,1,GB,13,0
SEA,SEA,5,5,0,1,SF,29,1
ARZ,ARZ,8,2,0,1,CIN,34,1
NE,NE,10,0,0,1,BUF,20,1
