,Team,Wins,Losses,Ties,Home,Opponent,Points,Victory
SEA,SEA,3,4,0,0,SF,20,1
BUF,BUF,3,4,0,0,JAX,31,0
TB,TB,2,4,0,0,WSH,30,0
ATL,ATL,6,1,0,0,TEN,10,1
NO,NO,3,4,0,0,IND,27,1
MIN,MIN,4,2,0,0,DET,28,1
PIT,PIT,4,3,0,0,KC,13,0
CLE,CLE,2,5,0,0,STL,6,0
HOU,HOU,2,5,0,0,MIA,26,0
NYJ,NYJ,4,2,0,0,NE,23,0
OAK,OAK,3,3,0,0,SD,37,1
DAL,DAL,2,4,0,0,NYG,20,0
PHI,PHI,3,4,0,0,CAR,16,0
BAL,BAL,1,6,0,0,ARZ,18,0
SF,SF,2,5,0,1,SEA,3,0
JAX,JAX,2,5,0,1,BUF,34,1
WSH,WSH,3,4,0,1,TB,31,1
TEN,TEN,1,5,0,1,ATL,7,0
IND,IND,3,4,0,1,NO,21,0
DET,DET,1,6,0,1,MIN,19,0
KC,KC,2,5,0,1,PIT,23,1
STL,STL,3,3,0,1,CLE,24,1
MIA,MIA,3,3,0,1,HOU,44,1
NE,NE,6,0,0,1,NYJ,30,1
SD,SD,2,5,0,1,OAK,29,0
NYG,NYG,4,3,0,1,DAL,27,1
CAR,CAR,6,0,0,1,PHI,27,1
ARZ,ARZ,5,2,0,1,BAL,26,1
