,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,1,40,57,0.702,426,7.5,11.8,2,3,81.5,5,46,26,4,3,25,15,42,2.8,3,5,24,3,0,1,0.0,0,1,3,3,1.0,0,23,1,39,39.0,13,8,192,24.0,0,38,2,10,5.0,0,10,26,56,60,46,14,2,5,1,0,0,0,0,8,4,7,0,1,33,5,26,5,11,0.45,2,2,1.0,11,2,71,2,35,468,42,2.8,3,426,7.5,11.8,2,192,10,71,26,-6,1,0,3,4
ATL,22,21,41,0.512,150,3.7,7.5,0,0,60.0,2,8,9,0,0,8,23,118,5.1,0,5,11,9,3,3,1.0,44,0,0,0,0.0,0,19,6,254,42.3,22,2,37,18.5,0,20,2,25,12.5,0,16,13,24,51,44,7,0,0,0,0,0,0,0,4,5,8,0,16,17,5,9,2,13,0.15,0,2,0.0,5,3,45,26,9,268,118,5.1,0,150,3.7,7.5,0,37,25,45,10,0,0,0,0,0
BAL,25,16,31,0.516,140,4.5,12.0,1,0,74.7,5,52,12,2,1,12,33,103,3.1,1,4,14,8,2,2,1.0,33,0,2,2,1.0,0,8,8,379,47.4,19,6,120,20.0,0,28,4,7,1.8,0,4,12,23,63,41,22,3,23,1,0,2,0,0,5,4,8,0,18,16,4,12,7,17,0.41,0,0,0.0,8,0,72,17,20,243,103,3.1,1,140,4.5,12.0,1,120,7,72,10,0,1,0,0,1
BUF,18,15,25,0.6,166,6.6,13.1,1,1,76.4,4,31,7,0,0,9,31,111,3.6,1,7,8,11,3,3,1.0,45,0,2,2,1.0,0,11,6,269,44.8,1,3,97,32.3,0,37,5,78,15.6,0,35,3,14,48,46,2,2,23,1,1,2,1,0,3,4,10,0,22,14,7,7,3,13,0.23,0,0,0.0,5,0,35,4,31,277,111,3.6,1,166,6.6,13.1,1,97,78,35,6,1,1,1,1,0
CAR,6,20,29,0.69,294,10.1,14.7,2,0,124.8,0,0,13,0,0,10,33,107,3.2,1,5,19,6,1,1,1.0,44,0,3,3,1.0,0,21,6,245,40.8,18,3,62,20.7,0,23,2,5,2.5,0,5,1,9,46,44,2,2,8,0,0,0,0,0,6,1,6,0,11,19,5,13,3,12,0.25,0,0,0.0,11,1,90,12,24,401,107,3.2,1,294,10.1,14.7,2,62,5,90,10,0,0,0,0,0
CHI,16,18,34,0.529,178,5.2,11.1,3,2,72.9,4,21,8,1,1,19,26,78,3.0,0,4,19,6,1,1,1.0,41,0,3,3,1.0,0,14,8,354,44.3,7,5,138,27.6,0,51,4,1,0.3,0,6,8,20,50,46,4,3,25,1,0,0,1,0,7,2,5,0,24,13,4,8,7,17,0.41,0,0,0.0,1,1,5,12,24,256,78,3.0,0,178,5.2,11.1,3,138,1,5,22,-2,1,1,2,2
CIN,24,21,35,0.6,142,4.1,7.4,1,3,42.8,3,14,9,1,1,22,16,69,4.3,0,3,19,6,2,2,1.0,45,0,0,0,0.0,0,17,4,173,43.3,3,4,122,30.5,0,41,1,9,9.0,0,9,8,20,60,42,18,1,11,1,0,1,1,0,5,4,13,0,22,14,3,9,4,13,0.31,0,0,0.0,6,2,55,25,12,211,69,4.3,0,142,4.1,7.4,1,122,9,55,23,-3,1,1,3,2
CLE,26,15,24,0.625,127,5.3,9.2,1,1,72.7,1,11,9,0,0,7,40,134,3.4,1,7,14,8,2,2,1.0,29,0,2,2,1.0,0,18,4,172,43.0,20,3,58,19.3,0,44,2,10,5.0,0,7,2,12,45,35,10,3,14,3,0,2,2,0,5,1,4,0,11,19,7,9,5,13,0.38,0,1,0.0,9,3,52,17,20,261,134,3.4,1,127,5.3,9.2,1,58,10,52,2,3,3,2,1,1
DAL,5,28,47,0.596,300,6.4,10.7,3,1,90.7,0,0,16,0,0,24,11,44,4.0,0,4,19,6,1,1,1.0,36,0,3,3,1.0,0,6,6,295,49.2,25,6,87,14.5,0,22,3,14,4.7,0,8,16,26,67,37,30,2,11,0,0,0,0,0,3,1,3,0,7,21,4,16,6,12,0.5,0,0,0.0,3,1,15,12,24,344,44,4.0,0,300,6.4,10.7,3,87,14,15,18,-1,0,0,1,0
DEN,3,29,49,0.592,352,7.2,12.4,1,2,71.1,1,9,17,0,0,14,22,94,4.3,0,5,3,13,4,5,0.8,56,0,1,1,1.0,0,24,2,77,38.5,16,8,180,22.5,0,31,1,36,36.0,0,36,24,33,60,49,11,1,3,0,0,1,1,0,0,2,3,0,5,22,5,17,6,14,0.43,0,0,0.0,3,0,22,20,19,446,94,4.3,0,352,7.2,12.4,1,180,36,22,23,-3,0,1,2,2
