,Passing Rank,Completions,Attempts,Completion %,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Interceptions,QB Rating,Sacks,Passing Yardage Lost to Sacks,First Downs Passing,Fumbles,Fumbles Lost,Rushing Rank,Attempts,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,First Downs Rushing,Kicking Rank,Kicking Points,Field Goals Made,Field Goals Attempted,Field Goal %,Longest Field Goal,Field Goals Blocked,Extra Points Made,Extra Points Attempted,Extra Point %,Extra Points Blocked,Punting Rank,Punts,Punt Yards,Punt Yards Avg,Returning Rank,Kickoff Returns,Kickoff Return Yards,Kickoff Return Avg,Kickoff Return Touchdowns,Kickoff Return Long,Punt Returns,Punt Return Yards,Punt Return Avg,Punt Return Touchdowns,Punt Return Long,Defense Rank,Points Allowed,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Return Touchdowns,Forced Fumbles,Fumbles Opp Recovered,Fumbles Opp Recovered Touchdowns,Passes Defended,Stuffs,Stuff Yards,Safeties,Downs Rank,First Downs,First Downs Rushing,First Downs Passing,Third Downs Made,Third Downs Attempted,Third Down %,Fourth Downs Made,Fourth Downs Attempted,Fourth Down %,Penalties,First Downs Penalty,Penalty Yards,Yardage Rank,Points,Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Touchdowns,Passing Yards,Passing Yards / Attempt,Yards / Reception,Passing Touchdowns,Kickoff Return Yards,Punt Return Yards,Penalty Yards,Turnovers Rank,Turnover +/-,Interceptions,Fumbles Opp Recovered,Interceptions,Fumbles Lost
ARZ,8,24,33,0.727,272,8.2,11.6,1,1,94.5,1,7,12,0,0,27,22,63,2.9,1,6,3,10,2,2,1.0,44,0,4,4,1.0,0,21,3,126,42.0,9,3,73,24.3,0,26,1,18,18.0,0,18,5,10,59,44,15,1,5,1,1,2,2,1,4,3,7,0,13,18,6,12,3,9,0.33,0,0,0.0,5,0,30,3,34,335,63,2.9,1,272,8.2,11.6,1,73,18,30,5,2,1,2,1,0
ATL,2,24,33,0.727,315,9.5,13.1,1,1,99.9,0,0,13,0,0,15,30,99,3.3,2,9,18,5,1,1,1.0,23,0,2,2,1.0,0,8,4,190,47.5,13,6,142,23.7,0,31,2,2,1.0,0,2,28,29,53,44,9,0,0,0,0,0,0,0,6,1,1,0,7,22,9,13,7,12,0.58,0,0,0.0,5,0,34,7,25,414,99,3.3,2,315,9.5,13.1,1,142,2,34,19,-1,0,0,1,0
BAL,28,10,21,0.476,134,6.4,13.4,1,1,64.4,0,0,5,0,0,5,39,147,3.8,1,7,15,6,1,1,1.0,32,0,3,3,1.0,0,22,6,248,41.3,28,3,53,17.7,0,25,3,9,3.0,0,5,5,10,52,43,9,2,26,2,0,1,1,1,13,2,6,0,29,12,7,5,5,15,0.33,1,2,0.5,4,0,35,8,24,281,147,3.8,1,134,6.4,13.4,1,53,9,35,10,1,2,1,1,1
BUF,32,13,27,0.481,79,2.9,9.5,0,1,39.3,4,44,8,3,1,21,18,84,4.7,0,4,26,3,1,1,1.0,40,0,0,0,0.0,0,17,5,215,43.0,22,5,96,19.2,0,32,2,11,5.5,0,11,11,16,72,51,21,1,1,0,0,0,0,0,2,3,9,0,27,13,4,8,1,10,0.1,1,2,0.5,3,1,25,31,3,163,84,4.7,0,79,2.9,9.5,0,96,11,25,24,-2,0,0,1,1
CAR,24,14,20,0.7,165,8.3,12.4,1,2,71.9,1,8,10,0,0,1,37,299,8.1,4,14,10,8,1,1,1.0,33,0,5,5,1.0,0,5,1,51,51.0,26,4,74,18.5,0,29,2,21,10.5,0,12,19,23,57,48,9,5,23,0,0,1,0,0,5,2,2,0,2,26,14,10,8,10,0.8,0,0,0.0,4,2,26,1,38,464,299,8.1,4,165,8.3,12.4,1,74,21,26,24,-2,0,0,2,0
CHI,13,20,34,0.588,210,6.2,11.0,2,1,84.2,1,9,10,0,0,18,26,86,3.3,0,5,1,11,3,3,1.0,36,0,2,2,1.0,0,14,6,267,44.5,4,3,81,27.0,0,52,3,22,7.3,0,22,5,10,65,48,17,3,19,1,0,1,0,0,10,1,2,0,19,16,5,10,5,15,0.33,1,1,1.0,1,1,5,13,23,296,86,3.3,0,210,6.2,11.0,2,81,22,5,15,0,1,0,1,0
CIN,21,22,32,0.688,170,5.3,9.1,0,3,42.4,5,30,11,1,0,24,24,82,3.4,0,4,26,3,1,1,1.0,19,0,0,0,0.0,0,32,4,127,31.8,6,6,158,26.3,0,31,3,27,9.0,0,14,31,35,50,40,10,0,0,0,0,1,1,0,3,5,10,0,17,17,4,11,6,14,0.43,0,0,0.0,3,2,23,31,3,252,82,3.4,0,170,5.3,9.1,0,158,27,23,29,-3,0,1,3,1
CLE,27,22,44,0.5,143,3.3,6.8,0,1,47.8,1,7,8,0,0,32,19,35,1.8,0,2,9,9,3,4,0.75,47,0,0,0,0.0,0,19,6,255,42.5,7,4,105,26.3,0,28,2,20,10.0,0,12,27,28,73,53,20,0,0,2,0,1,1,0,4,1,1,0,29,12,2,8,4,16,0.25,1,1,1.0,8,2,68,29,9,178,35,1.8,0,143,3.3,6.8,0,105,20,68,5,2,2,1,1,0
DAL,15,19,36,0.528,194,5.4,11.1,1,3,43.1,3,16,10,1,1,16,26,95,3.7,0,5,14,7,2,2,1.0,44,0,1,1,1.0,0,25,4,160,40.0,29,4,68,17.0,0,20,3,3,1.0,0,3,14,20,63,33,30,5,36,0,0,1,2,0,8,3,4,0,21,15,5,10,3,14,0.21,0,3,0.0,5,0,24,25,13,289,95,3.7,0,194,5.4,11.1,1,68,3,24,29,-3,0,2,3,2
DEN,4,32,40,0.8,286,7.2,8.9,2,1,102.7,0,0,18,0,0,8,30,139,4.6,1,9,15,6,1,2,0.5,33,0,3,3,1.0,0,4,1,52,52.0,20,2,40,20.0,0,22,0,0,0.0,0,0,13,17,40,32,8,1,10,0,0,0,0,0,7,2,8,0,1,27,9,18,9,14,0.64,0,0,0.0,1,0,5,8,24,425,139,4.6,1,286,7.2,8.9,2,40,0,5,19,-1,0,0,1,0
